v_r(m/s)           v_z(m/s)           EVDF(m-3s-3)       
1.8901555072e+05   -2.3499230630e+05  1.7321168614e-19  
1.8901555072e+05   -2.1455819271e+05  1.7791342955e-19  
1.8901555072e+05   -1.9412407911e+05  1.7650696364e-19  
1.8901555072e+05   -1.7368996552e+05  1.7950021160e-19  
1.8901555072e+05   -1.5325585193e+05  1.8209225614e-19  
1.8901555072e+05   -1.3282173834e+05  1.8180375032e-19  
1.8901555072e+05   -1.1238762475e+05  1.8657762018e-19  
1.8901555072e+05   -9.1953511160e+04  1.8689317343e-19  
1.8901555072e+05   -7.1519397569e+04  1.8585184771e-19  
1.8901555072e+05   -5.1085283978e+04  1.8840332112e-19  
1.8901555072e+05   -3.0651170387e+04  1.8947169426e-19  
1.8901555072e+05   -1.0217056796e+04  1.8727183733e-19  
1.8901555072e+05   1.0217056796e+04   1.8670834938e-19  
1.8901555072e+05   3.0651170387e+04   1.8786688060e-19  
1.8901555072e+05   5.1085283978e+04   1.8755132735e-19  
1.8901555072e+05   7.1519397569e+04   1.8550473913e-19  
1.8901555072e+05   9.1953511160e+04   1.8741609024e-19  
1.8901555072e+05   1.1238762475e+05   1.8762796171e-19  
1.8901555072e+05   1.3282173834e+05   1.9032819594e-19  
1.8901555072e+05   1.5325585193e+05   1.9122076084e-19  
1.8901555072e+05   1.7368996552e+05   1.8974216847e-19  
1.8901555072e+05   1.9412407911e+05   1.9111257116e-19  
1.8901555072e+05   2.1455819271e+05   1.9208177042e-19  
1.8901555072e+05   2.3499230630e+05   1.9353782327e-19  
1.8901555072e+05   2.5542641989e+05   1.9687367190e-19  
1.8901555072e+05   2.7586053348e+05   1.9805023472e-19  
1.8901555072e+05   2.9629464707e+05   1.9255059239e-19  
1.8901555072e+05   3.1672876066e+05   1.9292474838e-19  
1.8901555072e+05   3.3716287425e+05   1.9044089353e-19  
1.8901555072e+05   3.5759698784e+05   1.8085709057e-19  
1.8901555072e+05   3.7803110143e+05   1.7598855473e-19  
1.8901555072e+05   3.9846521502e+05   1.6964593443e-19  
1.8901555072e+05   4.1889932862e+05   1.5465264721e-19  
1.8901555072e+05   4.3933344221e+05   1.4793587092e-19  
1.8901555072e+05   4.5976755580e+05   1.3805905423e-19  
1.8901555072e+05   4.8020166939e+05   1.3090501129e-19  
1.8901555072e+05   5.0063578298e+05   1.2197936226e-19  
1.8901555072e+05   5.2106989657e+05   1.1498309594e-19  
1.8901555072e+05   5.4150401016e+05   1.0482228133e-19  
1.8901555072e+05   5.6193812375e+05   9.8822261702e-20  
1.8901555072e+05   5.8237223734e+05   9.3800457143e-20  
1.8901555072e+05   6.0280635093e+05   8.7989769463e-20  
1.8901555072e+05   6.2324046453e+05   8.3233931214e-20  
1.8901555072e+05   6.4367457812e+05   7.8018286802e-20  
1.8901555072e+05   6.6410869171e+05   7.4452535091e-20  
1.8901555072e+05   6.8454280530e+05   7.2901816269e-20  
1.8901555072e+05   7.0497691889e+05   6.9552443929e-20  
1.8901555072e+05   7.2541103248e+05   6.7478808294e-20  
1.8901555072e+05   7.4584514607e+05   6.2903286187e-20  
1.8901555072e+05   7.6627925966e+05   6.0852190070e-20  
1.8901555072e+05   7.8671337325e+05   5.7164724963e-20  
1.8901555072e+05   8.0714748685e+05   5.4063287318e-20  
1.8901555072e+05   8.2758160044e+05   5.0461472379e-20  
1.8901555072e+05   8.4801571403e+05   4.8148917856e-20  
1.8901555072e+05   8.6844982762e+05   4.4795037612e-20  
1.8901555072e+05   8.8888394121e+05   4.1567378668e-20  
1.8901555072e+05   9.0931805480e+05   3.7469694338e-20  
1.8901555072e+05   9.2975216839e+05   3.5103044972e-20  
1.8901555072e+05   9.5018628198e+05   3.2132336530e-20  
1.8901555072e+05   9.7062039557e+05   3.0103779931e-20  
1.8901555072e+05   9.9105450916e+05   2.6452378053e-20  
1.8901555072e+05   1.0114886228e+06   2.4360710804e-20  
1.8901555072e+05   1.0319227363e+06   2.1552286890e-20  
1.8901555072e+05   1.0523568499e+06   1.9194653331e-20  
1.8901555072e+05   1.0727909635e+06   1.7256254803e-20  
1.8901555072e+05   1.0932250771e+06   1.5137540133e-20  
1.8901555072e+05   1.1136591907e+06   1.3735582128e-20  
1.8901555072e+05   1.1340933043e+06   1.2531971879e-20  
1.8901555072e+05   1.1545274179e+06   1.0534970605e-20  
1.8901555072e+05   1.1749615315e+06   9.1871074423e-21  
1.8901555072e+05   1.1953956451e+06   8.0150525183e-21  
1.8901555072e+05   1.2158297587e+06   7.1495350360e-21  
1.8901555072e+05   1.2362638723e+06   5.9819880156e-21  
1.8901555072e+05   1.2566979858e+06   5.2021207009e-21  
1.8901555072e+05   1.2771320994e+06   4.3140637008e-21  
1.8901555072e+05   1.2975662130e+06   3.2907695941e-21  
1.8901555072e+05   1.3180003266e+06   2.8219476246e-21  
1.8901555072e+05   1.3384344402e+06   2.3080466194e-21  
1.8901555072e+05   1.3588685538e+06   1.6994796397e-21  
1.8901555072e+05   1.3793026674e+06   1.2171339595e-21  
1.8901555072e+05   1.3997367810e+06   9.1059651783e-22  
1.8901555072e+05   1.4201708946e+06   6.9872505081e-22  
1.8901555072e+05   1.4406050082e+06   4.8685358379e-22  
1.8901555072e+05   1.4610391218e+06   3.8767970561e-22  
1.8901555072e+05   1.4814732353e+06   2.7949002032e-22  
1.8901555072e+05   1.5019073489e+06   2.2539517768e-22  
1.8901555072e+05   1.5223414625e+06   9.9173878179e-23  
1.8901555072e+05   1.5427755761e+06   4.0571131982e-23  
1.8901555072e+05   1.5632096897e+06   2.2539517768e-23  
1.8901555072e+05   1.5836438033e+06   1.3523710661e-23  
1.8901555072e+05   1.6040779169e+06   0.0000000000e+00  
1.8901555072e+05   1.6245120305e+06   4.5079035536e-24  
1.8901555072e+05   1.6449461441e+06   0.0000000000e+00  
1.8901555072e+05   1.6653802577e+06   4.5079035536e-24  
1.8901555072e+05   1.6858143713e+06   0.0000000000e+00  
1.8901555072e+05   1.7062484848e+06   0.0000000000e+00  
1.8901555072e+05   1.7266825984e+06   0.0000000000e+00  
1.8901555072e+05   1.7471167120e+06   0.0000000000e+00  
1.8901555072e+05   1.7675508256e+06   0.0000000000e+00  
1.8901555072e+05   1.7879849392e+06   0.0000000000e+00  
1.8901555072e+05   1.8084190528e+06   0.0000000000e+00  
1.8901555072e+05   1.8288531664e+06   0.0000000000e+00  
1.8901555072e+05   1.8492872800e+06   0.0000000000e+00  
1.8901555072e+05   1.8697213936e+06   0.0000000000e+00  
1.8901555072e+05   1.8901555072e+06   0.0000000000e+00  
1.8901555072e+05   1.9105896208e+06   0.0000000000e+00  
1.8901555072e+05   1.9310237344e+06   0.0000000000e+00  
1.8901555072e+05   1.9514578479e+06   0.0000000000e+00  
1.8901555072e+05   1.9718919615e+06   0.0000000000e+00  
1.8901555072e+05   1.9923260751e+06   0.0000000000e+00  
1.8901555072e+05   2.0127601887e+06   0.0000000000e+00  
1.8901555072e+05   2.0331943023e+06   0.0000000000e+00  
1.9923260751e+05   -2.0331943023e+06  0.0000000000e+00  
1.9923260751e+05   -2.0127601887e+06  0.0000000000e+00  
1.9923260751e+05   -1.9923260751e+06  0.0000000000e+00  
1.9923260751e+05   -1.9718919615e+06  0.0000000000e+00  
1.9923260751e+05   -1.9514578479e+06  0.0000000000e+00  
1.9923260751e+05   -1.9310237344e+06  0.0000000000e+00  
1.9923260751e+05   -1.9105896208e+06  0.0000000000e+00  
1.9923260751e+05   -1.8901555072e+06  0.0000000000e+00  
1.9923260751e+05   -1.8697213936e+06  0.0000000000e+00  
1.9923260751e+05   -1.8492872800e+06  0.0000000000e+00  
1.9923260751e+05   -1.8288531664e+06  0.0000000000e+00  
1.9923260751e+05   -1.8084190528e+06  0.0000000000e+00  
1.9923260751e+05   -1.7879849392e+06  0.0000000000e+00  
1.9923260751e+05   -1.7675508256e+06  0.0000000000e+00  
1.9923260751e+05   -1.7471167120e+06  0.0000000000e+00  
1.9923260751e+05   -1.7266825984e+06  0.0000000000e+00  
1.9923260751e+05   -1.7062484848e+06  0.0000000000e+00  
1.9923260751e+05   -1.6858143713e+06  0.0000000000e+00  
1.9923260751e+05   -1.6653802577e+06  0.0000000000e+00  
1.9923260751e+05   -1.6449461441e+06  0.0000000000e+00  
1.9923260751e+05   -1.6245120305e+06  0.0000000000e+00  
1.9923260751e+05   -1.6040779169e+06  0.0000000000e+00  
1.9923260751e+05   -1.5836438033e+06  4.5079035536e-24  
1.9923260751e+05   -1.5632096897e+06  1.3523710661e-23  
1.9923260751e+05   -1.5427755761e+06  3.6063228429e-23  
1.9923260751e+05   -1.5223414625e+06  1.3523710661e-23  
1.9923260751e+05   -1.5019073489e+06  5.8602746197e-23  
1.9923260751e+05   -1.4814732353e+06  9.4665974626e-23  
1.9923260751e+05   -1.4610391218e+06  1.2622129950e-22  
1.9923260751e+05   -1.4406050082e+06  1.3974501016e-22  
1.9923260751e+05   -1.4201708946e+06  3.0653744165e-22  
1.9923260751e+05   -1.3997367810e+06  4.3726664470e-22  
1.9923260751e+05   -1.3793026674e+06  6.6266182238e-22  
1.9923260751e+05   -1.3588685538e+06  8.9707280717e-22  
1.9923260751e+05   -1.3384344402e+06  1.2937683199e-21  
1.9923260751e+05   -1.3180003266e+06  1.8031614214e-21  
1.9923260751e+05   -1.2975662130e+06  1.9654459494e-21  
1.9923260751e+05   -1.2771320994e+06  2.4973785687e-21  
1.9923260751e+05   -1.2566979858e+06  3.1465166804e-21  
1.9923260751e+05   -1.2362638723e+06  3.8046705992e-21  
1.9923260751e+05   -1.2158297587e+06  4.8685358379e-21  
1.9923260751e+05   -1.1953956451e+06  5.9684643050e-21  
1.9923260751e+05   -1.1749615315e+06  6.7348079091e-21  
1.9923260751e+05   -1.1545274179e+06  7.4831198990e-21  
1.9923260751e+05   -1.1340933043e+06  8.6281274016e-21  
1.9923260751e+05   -1.1136591907e+06  9.8497692646e-21  
1.9923260751e+05   -1.0932250771e+06  1.1679978107e-20  
1.9923260751e+05   -1.0727909635e+06  1.3149554666e-20  
1.9923260751e+05   -1.0523568499e+06  1.4781415752e-20  
1.9923260751e+05   -1.0319227363e+06  1.6895622519e-20  
1.9923260751e+05   -1.0114886228e+06  1.9104495260e-20  
1.9923260751e+05   -9.9105450916e+05  2.0510961169e-20  
1.9923260751e+05   -9.7062039557e+05  2.3048910870e-20  
1.9923260751e+05   -9.5018628198e+05  2.5627431702e-20  
1.9923260751e+05   -9.2975216839e+05  2.7525259098e-20  
1.9923260751e+05   -9.0931805480e+05  3.0527522865e-20  
1.9923260751e+05   -8.8888394121e+05  3.4228511683e-20  
1.9923260751e+05   -8.6844982762e+05  3.7334457231e-20  
1.9923260751e+05   -8.4801571403e+05  4.0201483891e-20  
1.9923260751e+05   -8.2758160044e+05  4.3136129104e-20  
1.9923260751e+05   -8.0714748685e+05  4.5376557171e-20  
1.9923260751e+05   -7.8671337325e+05  4.9027959049e-20  
1.9923260751e+05   -7.6627925966e+05  5.3098595958e-20  
1.9923260751e+05   -7.4584514607e+05  5.6768029451e-20  
1.9923260751e+05   -7.2541103248e+05  6.0568192146e-20  
1.9923260751e+05   -7.0497691889e+05  6.3399155578e-20  
1.9923260751e+05   -6.8454280530e+05  6.6365356116e-20  
1.9923260751e+05   -6.6410869171e+05  6.9507364893e-20  
1.9923260751e+05   -6.4367457812e+05  7.2640357863e-20  
1.9923260751e+05   -6.2324046453e+05  7.4601295909e-20  
1.9923260751e+05   -6.0280635093e+05  7.5791382447e-20  
1.9923260751e+05   -5.8237223734e+05  8.1484864635e-20  
1.9923260751e+05   -5.6193812375e+05  8.5181345549e-20  
1.9923260751e+05   -5.4150401016e+05  8.9716296524e-20  
1.9923260751e+05   -5.2106989657e+05  9.2200151382e-20  
1.9923260751e+05   -5.0063578298e+05  9.6446596529e-20  
1.9923260751e+05   -4.8020166939e+05  9.8195663108e-20  
1.9923260751e+05   -4.5976755580e+05  1.0308223056e-19  
1.9923260751e+05   -4.3933344221e+05  1.0558862494e-19  
1.9923260751e+05   -4.1889932862e+05  1.1432494202e-19  
1.9923260751e+05   -3.9846521502e+05  1.1924757270e-19  
1.9923260751e+05   -3.7803110143e+05  1.2941740312e-19  
1.9923260751e+05   -3.5759698784e+05  1.4049783006e-19  
1.9923260751e+05   -3.3716287425e+05  1.4472624359e-19  
1.9923260751e+05   -3.1672876066e+05  1.5319208646e-19  
1.9923260751e+05   -2.9629464707e+05  1.6530933121e-19  
1.9923260751e+05   -2.7586053348e+05  1.6898327261e-19  
1.9923260751e+05   -2.5542641989e+05  1.7314406759e-19  
1.9923260751e+05   -2.3499230630e+05  1.7747616291e-19  
1.9923260751e+05   -2.1455819271e+05  1.8607724289e-19  
1.9923260751e+05   -1.9412407911e+05  1.8655057276e-19  
1.9923260751e+05   -1.7368996552e+05  1.8859716097e-19  
1.9923260751e+05   -1.5325585193e+05  1.9114412648e-19  
1.9923260751e+05   -1.3282173834e+05  1.9042286191e-19  
1.9923260751e+05   -1.1238762475e+05  1.9022902206e-19  
1.9923260751e+05   -9.1953511160e+04  1.9606675716e-19  
1.9923260751e+05   -7.1519397569e+04  1.9618847056e-19  
1.9923260751e+05   -5.1085283978e+04  1.9709005127e-19  
1.9923260751e+05   -3.0651170387e+04  1.9784287116e-19  
1.9923260751e+05   -1.0217056796e+04  1.9595405957e-19  
1.9923260751e+05   1.0217056796e+04   1.9714865401e-19  
1.9923260751e+05   3.0651170387e+04   1.9765804712e-19  
1.9923260751e+05   5.1085283978e+04   1.9649500800e-19  
1.9923260751e+05   7.1519397569e+04   1.9679703754e-19  
1.9923260751e+05   9.1953511160e+04   1.9655811865e-19  
1.9923260751e+05   1.1238762475e+05   2.0244093279e-19  
1.9923260751e+05   1.3282173834e+05   2.0267083587e-19  
1.9923260751e+05   1.5325585193e+05   2.0226963245e-19  
1.9923260751e+05   1.7368996552e+05   2.0262124893e-19  
1.9923260751e+05   1.9412407911e+05   2.0313965784e-19  
1.9923260751e+05   2.1455819271e+05   2.0358143238e-19  
1.9923260751e+05   2.3499230630e+05   2.0695334424e-19  
1.9923260751e+05   2.5542641989e+05   2.0712464458e-19  
1.9923260751e+05   2.7586053348e+05   2.0487970861e-19  
1.9923260751e+05   2.9629464707e+05   2.0202169775e-19  
1.9923260751e+05   3.1672876066e+05   2.0453710794e-19  
1.9923260751e+05   3.3716287425e+05   2.0213439534e-19  
1.9923260751e+05   3.5759698784e+05   1.9015238770e-19  
1.9923260751e+05   3.7803110143e+05   1.8609076660e-19  
1.9923260751e+05   3.9846521502e+05   1.7638525025e-19  
1.9923260751e+05   4.1889932862e+05   1.6327175881e-19  
1.9923260751e+05   4.3933344221e+05   1.5692913851e-19  
1.9923260751e+05   4.5976755580e+05   1.4355869657e-19  
1.9923260751e+05   4.8020166939e+05   1.3805905423e-19  
1.9923260751e+05   5.0063578298e+05   1.2730770426e-19  
1.9923260751e+05   5.2106989657e+05   1.2145644544e-19  
1.9923260751e+05   5.4150401016e+05   1.1020922608e-19  
1.9923260751e+05   5.6193812375e+05   1.0315435702e-19  
1.9923260751e+05   5.8237223734e+05   9.6996560763e-20  
1.9923260751e+05   6.0280635093e+05   9.2182119768e-20  
1.9923260751e+05   6.2324046453e+05   8.7728311057e-20  
1.9923260751e+05   6.4367457812e+05   8.3400723645e-20  
1.9923260751e+05   6.6410869171e+05   7.8676440721e-20  
1.9923260751e+05   6.8454280530e+05   7.6521662823e-20  
1.9923260751e+05   7.0497691889e+05   7.3749302137e-20  
1.9923260751e+05   7.2541103248e+05   7.0454024639e-20  
1.9923260751e+05   7.4584514607e+05   6.6473545802e-20  
1.9923260751e+05   7.6627925966e+05   6.3624550756e-20  
1.9923260751e+05   7.8671337325e+05   6.0915300720e-20  
1.9923260751e+05   8.0714748685e+05   5.6795076872e-20  
1.9923260751e+05   8.2758160044e+05   5.2598218664e-20  
1.9923260751e+05   8.4801571403e+05   4.9145164541e-20  
1.9923260751e+05   8.6844982762e+05   4.7062513100e-20  
1.9923260751e+05   8.8888394121e+05   4.2978352480e-20  
1.9923260751e+05   9.0931805480e+05   3.9399077059e-20  
1.9923260751e+05   9.2975216839e+05   3.7271346581e-20  
1.9923260751e+05   9.5018628198e+05   3.4372764596e-20  
1.9923260751e+05   9.7062039557e+05   3.0428348987e-20  
1.9923260751e+05   9.9105450916e+05   2.8242015763e-20  
1.9923260751e+05   1.0114886228e+06   2.5072959565e-20  
1.9923260751e+05   1.0319227363e+06   2.1881363849e-20  
1.9923260751e+05   1.0523568499e+06   2.0569563915e-20  
1.9923260751e+05   1.0727909635e+06   1.8211930357e-20  
1.9923260751e+05   1.0932250771e+06   1.6332134575e-20  
1.9923260751e+05   1.1136591907e+06   1.4619131224e-20  
1.9923260751e+05   1.1340933043e+06   1.2631145757e-20  
1.9923260751e+05   1.1545274179e+06   1.1314837920e-20  
1.9923260751e+05   1.1749615315e+06   9.8768166860e-21  
1.9923260751e+05   1.1953956451e+06   8.5424772341e-21  
1.9923260751e+05   1.2158297587e+06   7.0819164827e-21  
1.9923260751e+05   1.2362638723e+06   6.2659859395e-21  
1.9923260751e+05   1.2566979858e+06   5.3418657110e-21  
1.9923260751e+05   1.2771320994e+06   4.2870162795e-21  
1.9923260751e+05   1.2975662130e+06   3.4665778327e-21  
1.9923260751e+05   1.3180003266e+06   2.6506472895e-21  
1.9923260751e+05   1.3384344402e+06   2.1232225737e-21  
1.9923260751e+05   1.3588685538e+06   1.8031614214e-21  
1.9923260751e+05   1.3793026674e+06   1.1630391168e-21  
1.9923260751e+05   1.3997367810e+06   9.4215184270e-22  
1.9923260751e+05   1.4201708946e+06   5.9504326908e-22  
1.9923260751e+05   1.4406050082e+06   4.5529825891e-22  
1.9923260751e+05   1.4610391218e+06   3.7415599495e-22  
1.9923260751e+05   1.4814732353e+06   3.1104534520e-22  
1.9923260751e+05   1.5019073489e+06   1.3974501016e-22  
1.9923260751e+05   1.5223414625e+06   7.6634360411e-23  
1.9923260751e+05   1.5427755761e+06   5.4094842643e-23  
1.9923260751e+05   1.5632096897e+06   3.6063228429e-23  
1.9923260751e+05   1.5836438033e+06   2.7047421322e-23  
1.9923260751e+05   1.6040779169e+06   1.3523710661e-23  
1.9923260751e+05   1.6245120305e+06   0.0000000000e+00  
1.9923260751e+05   1.6449461441e+06   0.0000000000e+00  
1.9923260751e+05   1.6653802577e+06   0.0000000000e+00  
1.9923260751e+05   1.6858143713e+06   0.0000000000e+00  
1.9923260751e+05   1.7062484848e+06   0.0000000000e+00  
1.9923260751e+05   1.7266825984e+06   0.0000000000e+00  
1.9923260751e+05   1.7471167120e+06   0.0000000000e+00  
1.9923260751e+05   1.7675508256e+06   0.0000000000e+00  
1.9923260751e+05   1.7879849392e+06   0.0000000000e+00  
1.9923260751e+05   1.8084190528e+06   0.0000000000e+00  
1.9923260751e+05   1.8288531664e+06   0.0000000000e+00  
1.9923260751e+05   1.8492872800e+06   0.0000000000e+00  
1.9923260751e+05   1.8697213936e+06   0.0000000000e+00  
1.9923260751e+05   1.8901555072e+06   0.0000000000e+00  
1.9923260751e+05   1.9105896208e+06   0.0000000000e+00  
1.9923260751e+05   1.9310237344e+06   0.0000000000e+00  
1.9923260751e+05   1.9514578479e+06   0.0000000000e+00  
1.9923260751e+05   1.9718919615e+06   0.0000000000e+00  
1.9923260751e+05   1.9923260751e+06   0.0000000000e+00  
1.9923260751e+05   2.0127601887e+06   0.0000000000e+00  
1.9923260751e+05   2.0331943023e+06   0.0000000000e+00  
2.0944966431e+05   -2.0331943023e+06  0.0000000000e+00  
2.0944966431e+05   -2.0127601887e+06  0.0000000000e+00  
2.0944966431e+05   -1.9923260751e+06  0.0000000000e+00  
2.0944966431e+05   -1.9718919615e+06  0.0000000000e+00  
2.0944966431e+05   -1.9514578479e+06  0.0000000000e+00  
2.0944966431e+05   -1.9310237344e+06  0.0000000000e+00  
2.0944966431e+05   -1.9105896208e+06  0.0000000000e+00  
2.0944966431e+05   -1.8901555072e+06  0.0000000000e+00  
2.0944966431e+05   -1.8697213936e+06  0.0000000000e+00  
2.0944966431e+05   -1.8492872800e+06  0.0000000000e+00  
2.0944966431e+05   -1.8288531664e+06  0.0000000000e+00  
2.0944966431e+05   -1.8084190528e+06  0.0000000000e+00  
2.0944966431e+05   -1.7879849392e+06  0.0000000000e+00  
2.0944966431e+05   -1.7675508256e+06  0.0000000000e+00  
2.0944966431e+05   -1.7471167120e+06  0.0000000000e+00  
2.0944966431e+05   -1.7266825984e+06  0.0000000000e+00  
2.0944966431e+05   -1.7062484848e+06  0.0000000000e+00  
2.0944966431e+05   -1.6858143713e+06  0.0000000000e+00  
2.0944966431e+05   -1.6653802577e+06  0.0000000000e+00  
2.0944966431e+05   -1.6449461441e+06  0.0000000000e+00  
2.0944966431e+05   -1.6245120305e+06  0.0000000000e+00  
2.0944966431e+05   -1.6040779169e+06  2.2539517768e-23  
2.0944966431e+05   -1.5836438033e+06  9.0158071072e-24  
2.0944966431e+05   -1.5632096897e+06  4.5079035536e-24  
2.0944966431e+05   -1.5427755761e+06  1.8031614214e-23  
2.0944966431e+05   -1.5223414625e+06  2.2539517768e-23  
2.0944966431e+05   -1.5019073489e+06  3.1555324875e-23  
2.0944966431e+05   -1.4814732353e+06  8.5650167519e-23  
2.0944966431e+05   -1.4610391218e+06  1.3072920305e-22  
2.0944966431e+05   -1.4406050082e+06  2.7949002032e-22  
2.0944966431e+05   -1.4201708946e+06  3.8317180206e-22  
2.0944966431e+05   -1.3997367810e+06  5.4996423354e-22  
2.0944966431e+05   -1.3793026674e+06  6.4463020817e-22  
2.0944966431e+05   -1.3588685538e+06  9.9624668535e-22  
2.0944966431e+05   -1.3384344402e+06  1.1675470204e-21  
2.0944966431e+05   -1.3180003266e+06  1.7445586752e-21  
2.0944966431e+05   -1.2975662130e+06  2.0015091778e-21  
2.0944966431e+05   -1.2771320994e+06  2.7227737464e-21  
2.0944966431e+05   -1.2566979858e+06  3.5927991322e-21  
2.0944966431e+05   -1.2362638723e+06  4.3906980612e-21  
2.0944966431e+05   -1.2158297587e+06  4.7964093810e-21  
2.0944966431e+05   -1.1953956451e+06  5.9504326908e-21  
2.0944966431e+05   -1.1749615315e+06  6.7663632340e-21  
2.0944966431e+05   -1.1545274179e+06  8.1052105894e-21  
2.0944966431e+05   -1.1340933043e+06  9.2637418027e-21  
2.0944966431e+05   -1.1136591907e+06  1.0467352051e-20  
2.0944966431e+05   -1.0932250771e+06  1.1945944417e-20  
2.0944966431e+05   -1.0727909635e+06  1.3235204833e-20  
2.0944966431e+05   -1.0523568499e+06  1.5128524326e-20  
2.0944966431e+05   -1.0319227363e+06  1.7513205306e-20  
2.0944966431e+05   -1.0114886228e+06  1.9951981128e-20  
2.0944966431e+05   -9.9105450916e+05  2.2332154205e-20  
2.0944966431e+05   -9.7062039557e+05  2.4838548580e-20  
2.0944966431e+05   -9.5018628198e+05  2.7317895535e-20  
2.0944966431e+05   -9.2975216839e+05  3.0031653474e-20  
2.0944966431e+05   -9.0931805480e+05  3.3259312419e-20  
2.0944966431e+05   -8.8888394121e+05  3.4742412688e-20  
2.0944966431e+05   -8.6844982762e+05  3.8186451003e-20  
2.0944966431e+05   -8.4801571403e+05  4.2049724348e-20  
2.0944966431e+05   -8.2758160044e+05  4.4258597089e-20  
2.0944966431e+05   -8.0714748685e+05  4.9172211963e-20  
2.0944966431e+05   -7.8671337325e+05  5.3012945790e-20  
2.0944966431e+05   -7.6627925966e+05  5.4978391740e-20  
2.0944966431e+05   -7.4584514607e+05  5.8372843116e-20  
2.0944966431e+05   -7.2541103248e+05  6.2177513715e-20  
2.0944966431e+05   -7.0497691889e+05  6.5562949284e-20  
2.0944966431e+05   -6.8454280530e+05  6.8871750492e-20  
2.0944966431e+05   -6.6410869171e+05  7.3131719350e-20  
2.0944966431e+05   -6.4367457812e+05  7.4366884924e-20  
2.0944966431e+05   -6.2324046453e+05  7.7215879970e-20  
2.0944966431e+05   -6.0280635093e+05  8.0416491493e-20  
2.0944966431e+05   -5.8237223734e+05  8.4126496117e-20  
2.0944966431e+05   -5.6193812375e+05  8.7354155062e-20  
2.0944966431e+05   -5.4150401016e+05  9.0045373483e-20  
2.0944966431e+05   -5.2106989657e+05  9.3913154732e-20  
2.0944966431e+05   -5.0063578298e+05  9.8700548306e-20  
2.0944966431e+05   -4.8020166939e+05  1.0024225132e-19  
2.0944966431e+05   -4.5976755580e+05  1.0675617196e-19  
2.0944966431e+05   -4.3933344221e+05  1.0938427973e-19  
2.0944966431e+05   -4.1889932862e+05  1.1868859266e-19  
2.0944966431e+05   -3.9846521502e+05  1.2619875998e-19  
2.0944966431e+05   -3.7803110143e+05  1.3168938651e-19  
2.0944966431e+05   -3.5759698784e+05  1.4301774814e-19  
2.0944966431e+05   -3.3716287425e+05  1.4757073073e-19  
2.0944966431e+05   -3.1672876066e+05  1.5464813931e-19  
2.0944966431e+05   -2.9629464707e+05  1.6779769398e-19  
2.0944966431e+05   -2.7586053348e+05  1.7430710671e-19  
2.0944966431e+05   -2.5542641989e+05  1.7612379184e-19  
2.0944966431e+05   -2.3499230630e+05  1.8276393377e-19  
2.0944966431e+05   -2.1455819271e+05  1.9034171965e-19  
2.0944966431e+05   -1.9412407911e+05  1.9693227464e-19  
2.0944966431e+05   -1.7368996552e+05  1.9955587451e-19  
2.0944966431e+05   -1.5325585193e+05  1.9751830210e-19  
2.0944966431e+05   -1.3282173834e+05  1.9862273848e-19  
2.0944966431e+05   -1.1238762475e+05  2.0226963245e-19  
2.0944966431e+05   -9.1953511160e+04  2.0192252388e-19  
2.0944966431e+05   -7.1519397569e+04  2.0620503225e-19  
2.0944966431e+05   -5.1085283978e+04  2.0952284927e-19  
2.0944966431e+05   -3.0651170387e+04  2.0863479227e-19  
2.0944966431e+05   -1.0217056796e+04  2.0954538879e-19  
2.0944966431e+05   1.0217056796e+04   2.0963554686e-19  
2.0944966431e+05   3.0651170387e+04   2.0965808637e-19  
2.0944966431e+05   5.1085283978e+04   2.0996913172e-19  
2.0944966431e+05   7.1519397569e+04   2.1223660721e-19  
2.0944966431e+05   9.1953511160e+04   2.1486922288e-19  
2.0944966431e+05   1.1238762475e+05   2.1555893213e-19  
2.0944966431e+05   1.3282173834e+05   2.1481512804e-19  
2.0944966431e+05   1.5325585193e+05   2.1573023246e-19  
2.0944966431e+05   1.7368996552e+05   2.1414345041e-19  
2.0944966431e+05   1.9412407911e+05   2.1231774947e-19  
2.0944966431e+05   2.1455819271e+05   2.1462128819e-19  
2.0944966431e+05   2.3499230630e+05   2.2031927828e-19  
2.0944966431e+05   2.5542641989e+05   2.1914722336e-19  
2.0944966431e+05   2.7586053348e+05   2.1545975825e-19  
2.0944966431e+05   2.9629464707e+05   2.1064531725e-19  
2.0944966431e+05   3.1672876066e+05   2.1555893213e-19  
2.0944966431e+05   3.3716287425e+05   2.0722381846e-19  
2.0944966431e+05   3.5759698784e+05   1.9730192273e-19  
2.0944966431e+05   3.7803110143e+05   1.9677449802e-19  
2.0944966431e+05   3.9846521502e+05   1.8073988508e-19  
2.0944966431e+05   4.1889932862e+05   1.7191340992e-19  
2.0944966431e+05   4.3933344221e+05   1.6372254916e-19  
2.0944966431e+05   4.5976755580e+05   1.5075331064e-19  
2.0944966431e+05   4.8020166939e+05   1.4023637165e-19  
2.0944966431e+05   5.0063578298e+05   1.3211763735e-19  
2.0944966431e+05   5.2106989657e+05   1.2389972917e-19  
2.0944966431e+05   5.4150401016e+05   1.1452779768e-19  
2.0944966431e+05   5.6193812375e+05   1.0745940491e-19  
2.0944966431e+05   5.8237223734e+05   1.0129259285e-19  
2.0944966431e+05   6.0280635093e+05   9.6117519570e-20  
2.0944966431e+05   6.2324046453e+05   9.1722313605e-20  
