v_r(m/s)           v_z(m/s)           EVDF(m-3s-3)       
7.3337491241e+03   -1.8627722775e+06  1.0661645339e-23  
7.3337491241e+03   -1.8334372810e+06  0.0000000000e+00  
7.3337491241e+03   -1.8041022845e+06  6.0923687653e-24  
7.3337491241e+03   -1.7747672880e+06  1.0661645339e-23  
7.3337491241e+03   -1.7454322915e+06  2.4369475061e-23  
7.3337491241e+03   -1.7160972950e+06  2.4369475061e-23  
7.3337491241e+03   -1.6867622985e+06  2.5892567253e-23  
7.3337491241e+03   -1.6574273020e+06  4.2646581357e-23  
7.3337491241e+03   -1.6280923055e+06  5.0262042314e-23  
7.3337491241e+03   -1.5987573091e+06  5.4831318888e-23  
7.3337491241e+03   -1.5694223126e+06  9.2908623671e-23  
7.3337491241e+03   -1.5400873161e+06  8.2246978332e-23  
7.3337491241e+03   -1.5107523196e+06  9.7477900245e-23  
7.3337491241e+03   -1.4814173231e+06  1.1727809873e-22  
7.3337491241e+03   -1.4520823266e+06  1.4773994256e-22  
7.3337491241e+03   -1.4227473301e+06  1.7515560200e-22  
7.3337491241e+03   -1.3934123336e+06  1.7210941762e-22  
7.3337491241e+03   -1.3640773371e+06  2.1018672240e-22  
7.3337491241e+03   -1.3347423406e+06  2.4674093500e-22  
7.3337491241e+03   -1.3054073441e+06  2.2541764432e-22  
7.3337491241e+03   -1.2760723476e+06  2.9395679293e-22  
7.3337491241e+03   -1.2467373511e+06  3.0309534607e-22  
7.3337491241e+03   -1.2174023546e+06  3.7011140249e-22  
7.3337491241e+03   -1.1880673581e+06  3.4878811181e-22  
7.3337491241e+03   -1.1587323616e+06  3.5792666496e-22  
7.3337491241e+03   -1.1293973651e+06  4.4931219644e-22  
7.3337491241e+03   -1.1000623686e+06  4.7977404027e-22  
7.3337491241e+03   -1.0707273721e+06  5.3155917477e-22  
7.3337491241e+03   -1.0413923756e+06  5.1328206848e-22  
7.3337491241e+03   -1.0120573791e+06  5.3155917477e-22  
7.3337491241e+03   -9.8272238263e+05  5.8334430928e-22  
7.3337491241e+03   -9.5338738613e+05  6.3208325940e-22  
7.3337491241e+03   -9.2405238964e+05  6.0162141558e-22  
7.3337491241e+03   -8.9471739314e+05  6.9909931582e-22  
7.3337491241e+03   -8.6538239664e+05  7.4479208156e-22  
7.3337491241e+03   -8.3604740015e+05  7.6306918786e-22  
7.3337491241e+03   -8.0671240365e+05  8.0723886141e-22  
7.3337491241e+03   -7.7737740715e+05  9.0928603822e-22  
7.3337491241e+03   -7.4804241066e+05  8.6359327248e-22  
7.3337491241e+03   -7.1870741416e+05  9.4127097424e-22  
7.3337491241e+03   -6.8937241767e+05  1.0311334135e-21  
7.3337491241e+03   -6.6003742117e+05  9.9153301656e-22  
7.3337491241e+03   -6.3070242467e+05  1.0372257823e-21  
7.3337491241e+03   -6.0136742818e+05  1.0235179526e-21  
7.3337491241e+03   -5.7203243168e+05  1.0463643354e-21  
7.3337491241e+03   -5.4269743518e+05  1.0707338105e-21  
7.3337491241e+03   -5.1336243869e+05  1.0311334135e-21  
7.3337491241e+03   -4.8402744219e+05  1.0463643354e-21  
7.3337491241e+03   -4.5469244569e+05  1.0798723637e-21  
7.3337491241e+03   -4.2535744920e+05  1.0844416402e-21  
7.3337491241e+03   -3.9602245270e+05  1.1407960513e-21  
7.3337491241e+03   -3.6668745620e+05  1.0905340090e-21  
7.3337491241e+03   -3.3735245971e+05  1.1149034841e-21  
7.3337491241e+03   -3.0801746321e+05  1.1758271717e-21  
7.3337491241e+03   -2.7868246672e+05  1.1377498669e-21  
7.3337491241e+03   -2.4934747022e+05  1.2504586891e-21  
7.3337491241e+03   -2.2001247372e+05  1.0890109168e-21  
7.3337491241e+03   -1.9067747723e+05  1.1590731576e-21  
7.3337491241e+03   -1.6134248073e+05  1.1164265762e-21  
7.3337491241e+03   -1.3200748423e+05  1.1484115123e-21  
7.3337491241e+03   -1.0267248774e+05  1.1895350014e-21  
7.3337491241e+03   -7.3337491241e+04  1.1636424342e-21  
7.3337491241e+03   -4.4002494745e+04  1.1179496684e-21  
7.3337491241e+03   -1.4667498248e+04  1.2367508594e-21  
7.3337491241e+03   1.4667498248e+04   1.1392729591e-21  
7.3337491241e+03   4.4002494745e+04   1.2458894125e-21  
7.3337491241e+03   7.3337491241e+04   1.2184737531e-21  
7.3337491241e+03   1.0267248774e+05   1.1788733561e-21  
7.3337491241e+03   1.3200748423e+05   1.1636424342e-21  
7.3337491241e+03   1.6134248073e+05   1.2215199374e-21  
7.3337491241e+03   1.9067747723e+05   1.1240420372e-21  
7.3337491241e+03   2.2001247372e+05   1.2397970437e-21  
7.3337491241e+03   2.4934747022e+05   1.2276123062e-21  
7.3337491241e+03   2.7868246672e+05   1.1651655264e-21  
7.3337491241e+03   3.0801746321e+05   1.2337046750e-21  
7.3337491241e+03   3.3735245971e+05   1.2260892140e-21  
7.3337491241e+03   3.6668745620e+05   1.2656896110e-21  
7.3337491241e+03   3.9602245270e+05   1.2382739516e-21  
7.3337491241e+03   4.2535744920e+05   1.2733050720e-21  
7.3337491241e+03   4.5469244569e+05   1.2230430296e-21  
7.3337491241e+03   4.8402744219e+05   1.2169506609e-21  
7.3337491241e+03   5.1336243869e+05   1.3083361924e-21  
7.3337491241e+03   5.4269743518e+05   1.2961514548e-21  
7.3337491241e+03   5.7203243168e+05   1.2123813843e-21  
7.3337491241e+03   6.0136742818e+05   1.1743040795e-21  
7.3337491241e+03   6.3070242467e+05   1.3068131002e-21  
7.3337491241e+03   6.6003742117e+05   1.1880119092e-21  
7.3337491241e+03   6.8937241767e+05   1.1407960513e-21  
7.3337491241e+03   7.1870741416e+05   1.1179496684e-21  
7.3337491241e+03   7.4804241066e+05   1.1027187465e-21  
7.3337491241e+03   7.7737740715e+05   1.1331805904e-21  
7.3337491241e+03   8.0671240365e+05   1.0692107183e-21  
7.3337491241e+03   8.3604740015e+05   1.0555028886e-21  
7.3337491241e+03   8.6538239664e+05   1.1331805904e-21  
7.3337491241e+03   8.9471739314e+05   1.1605962498e-21  
7.3337491241e+03   9.2405238964e+05   1.0021946619e-21  
7.3337491241e+03   9.5338738613e+05   9.8239446341e-22  
7.3337491241e+03   9.8272238263e+05   9.1690149918e-22  
7.3337491241e+03   1.0120573791e+06   8.8187037878e-22  
7.3337491241e+03   1.0413923756e+06   8.4531616619e-22  
7.3337491241e+03   1.0707273721e+06   7.9353103168e-22  
7.3337491241e+03   1.1000623686e+06   8.3770070523e-22  
7.3337491241e+03   1.1293973651e+06   7.6611537224e-22  
7.3337491241e+03   1.1587323616e+06   6.9757622363e-22  
7.3337491241e+03   1.1880673581e+06   7.3413043622e-22  
7.3337491241e+03   1.2174023546e+06   6.3817562817e-22  
7.3337491241e+03   1.2467373511e+06   6.5797582666e-22  
7.3337491241e+03   1.2760723476e+06   6.1989852187e-22  
7.3337491241e+03   1.3054073441e+06   5.0262042314e-22  
7.3337491241e+03   1.3347423406e+06   4.8891259342e-22  
7.3337491241e+03   1.3640773371e+06   4.5997384178e-22  
7.3337491241e+03   1.3934123336e+06   4.5235838083e-22  
7.3337491241e+03   1.4227473301e+06   3.9752706194e-22  
7.3337491241e+03   1.4520823266e+06   3.3051100552e-22  
7.3337491241e+03   1.4814173231e+06   3.1375699141e-22  
7.3337491241e+03   1.5107523196e+06   2.7567968663e-22  
7.3337491241e+03   1.5400873161e+06   2.2998692089e-22  
7.3337491241e+03   1.5694223126e+06   2.3303310527e-22  
7.3337491241e+03   1.5987573091e+06   1.7667869419e-22  
7.3337491241e+03   1.6280923055e+06   1.2032428312e-22  
7.3337491241e+03   1.6574273020e+06   1.1118572997e-22  
7.3337491241e+03   1.6867622985e+06   1.0204717682e-22  
7.3337491241e+03   1.7160972950e+06   7.7677701758e-23  
7.3337491241e+03   1.7454322915e+06   6.0923687653e-23  
7.3337491241e+03   1.7747672880e+06   4.7215857931e-23  
7.3337491241e+03   1.8041022845e+06   4.7215857931e-23  
7.3337491241e+03   1.8334372810e+06   2.4369475061e-23  
7.3337491241e+03   1.8627722775e+06   1.3707829722e-23  
7.3337491241e+03   1.8921072740e+06   1.9800198487e-23  
7.3337491241e+03   1.9214422705e+06   0.0000000000e+00  
7.3337491241e+03   1.9507772670e+06   3.0461843827e-24  
7.3337491241e+03   1.9801122635e+06   6.0923687653e-24  
7.3337491241e+03   2.0094472600e+06   0.0000000000e+00  
7.3337491241e+03   2.0387822565e+06   1.5230921913e-24  
7.3337491241e+03   2.0681172530e+06   0.0000000000e+00  
7.3337491241e+03   2.0974522495e+06   3.0461843827e-24  
7.3337491241e+03   2.1267872460e+06   0.0000000000e+00  
7.3337491241e+03   2.1561222425e+06   1.5230921913e-24  
7.3337491241e+03   2.1854572390e+06   1.5230921913e-24  
7.3337491241e+03   2.2147922355e+06   0.0000000000e+00  
7.3337491241e+03   2.2441272320e+06   1.5230921913e-24  
7.3337491241e+03   2.2734622285e+06   0.0000000000e+00  
7.3337491241e+03   2.3027972250e+06   0.0000000000e+00  
7.3337491241e+03   2.3321322215e+06   0.0000000000e+00  
7.3337491241e+03   2.3614672180e+06   0.0000000000e+00  
7.3337491241e+03   2.3908022145e+06   0.0000000000e+00  
7.3337491241e+03   2.4201372110e+06   0.0000000000e+00  
7.3337491241e+03   2.4494722074e+06   0.0000000000e+00  
7.3337491241e+03   2.4788072039e+06   0.0000000000e+00  
7.3337491241e+03   2.5081422004e+06   0.0000000000e+00  
7.3337491241e+03   2.5374771969e+06   0.0000000000e+00  
7.3337491241e+03   2.5668121934e+06   0.0000000000e+00  
7.3337491241e+03   2.5961471899e+06   0.0000000000e+00  
7.3337491241e+03   2.6254821864e+06   0.0000000000e+00  
7.3337491241e+03   2.6548171829e+06   0.0000000000e+00  
7.3337491241e+03   2.6841521794e+06   0.0000000000e+00  
7.3337491241e+03   2.7134871759e+06   0.0000000000e+00  
7.3337491241e+03   2.7428221724e+06   0.0000000000e+00  
7.3337491241e+03   2.7721571689e+06   0.0000000000e+00  
7.3337491241e+03   2.8014921654e+06   0.0000000000e+00  
7.3337491241e+03   2.8308271619e+06   0.0000000000e+00  
7.3337491241e+03   2.8601621584e+06   0.0000000000e+00  
7.3337491241e+03   2.8894971549e+06   0.0000000000e+00  
7.3337491241e+03   2.9188321514e+06   0.0000000000e+00  
2.2001247372e+04   -2.9188321514e+06  0.0000000000e+00  
2.2001247372e+04   -2.8894971549e+06  0.0000000000e+00  
2.2001247372e+04   -2.8601621584e+06  0.0000000000e+00  
2.2001247372e+04   -2.8308271619e+06  0.0000000000e+00  
2.2001247372e+04   -2.8014921654e+06  0.0000000000e+00  
2.2001247372e+04   -2.7721571689e+06  0.0000000000e+00  
2.2001247372e+04   -2.7428221724e+06  0.0000000000e+00  
2.2001247372e+04   -2.7134871759e+06  0.0000000000e+00  
2.2001247372e+04   -2.6841521794e+06  0.0000000000e+00  
2.2001247372e+04   -2.6548171829e+06  0.0000000000e+00  
2.2001247372e+04   -2.6254821864e+06  0.0000000000e+00  
2.2001247372e+04   -2.5961471899e+06  0.0000000000e+00  
2.2001247372e+04   -2.5668121934e+06  0.0000000000e+00  
2.2001247372e+04   -2.5374771969e+06  0.0000000000e+00  
2.2001247372e+04   -2.5081422004e+06  0.0000000000e+00  
2.2001247372e+04   -2.4788072039e+06  0.0000000000e+00  
2.2001247372e+04   -2.4494722074e+06  0.0000000000e+00  
2.2001247372e+04   -2.4201372110e+06  0.0000000000e+00  
2.2001247372e+04   -2.3908022145e+06  0.0000000000e+00  
2.2001247372e+04   -2.3614672180e+06  0.0000000000e+00  
2.2001247372e+04   -2.3321322215e+06  0.0000000000e+00  
2.2001247372e+04   -2.3027972250e+06  0.0000000000e+00  
2.2001247372e+04   -2.2734622285e+06  0.0000000000e+00  
2.2001247372e+04   -2.2441272320e+06  0.0000000000e+00  
2.2001247372e+04   -2.2147922355e+06  0.0000000000e+00  
2.2001247372e+04   -2.1854572390e+06  0.0000000000e+00  
2.2001247372e+04   -2.1561222425e+06  0.0000000000e+00  
2.2001247372e+04   -2.1267872460e+06  0.0000000000e+00  
2.2001247372e+04   -2.0974522495e+06  0.0000000000e+00  
2.2001247372e+04   -2.0681172530e+06  0.0000000000e+00  
2.2001247372e+04   -2.0387822565e+06  0.0000000000e+00  
2.2001247372e+04   -2.0094472600e+06  3.0461843827e-24  
2.2001247372e+04   -1.9801122635e+06  1.5230921913e-24  
2.2001247372e+04   -1.9507772670e+06  1.5230921913e-24  
2.2001247372e+04   -1.9214422705e+06  1.5230921913e-24  
2.2001247372e+04   -1.8921072740e+06  9.1385531480e-24  
2.2001247372e+04   -1.8627722775e+06  1.0661645339e-23  
2.2001247372e+04   -1.8334372810e+06  1.5230921913e-23  
2.2001247372e+04   -1.8041022845e+06  3.3508028209e-23  
2.2001247372e+04   -1.7747672880e+06  3.0461843827e-23  
2.2001247372e+04   -1.7454322915e+06  5.4831318888e-23  
2.2001247372e+04   -1.7160972950e+06  7.0062240801e-23  
2.2001247372e+04   -1.6867622985e+06  8.9862439289e-23  
2.2001247372e+04   -1.6574273020e+06  1.2641665188e-22  
2.2001247372e+04   -1.6280923055e+06  1.4926303475e-22  
2.2001247372e+04   -1.5987573091e+06  1.7820178639e-22  
2.2001247372e+04   -1.5694223126e+06  1.9038652392e-22  
2.2001247372e+04   -1.5400873161e+06  2.8024896321e-22  
2.2001247372e+04   -1.5107523196e+06  3.6706521811e-22  
2.2001247372e+04   -1.4814173231e+06  3.3660337428e-22  
2.2001247372e+04   -1.4520823266e+06  4.5083528863e-22  
2.2001247372e+04   -1.4227473301e+06  5.3155917477e-22  
2.2001247372e+04   -1.3934123336e+06  5.6506720298e-22  
2.2001247372e+04   -1.3640773371e+06  6.7320674857e-22  
2.2001247372e+04   -1.3347423406e+06  7.8896175511e-22  
2.2001247372e+04   -1.3054073441e+06  8.6359327248e-22  
2.2001247372e+04   -1.2760723476e+06  9.9610229313e-22  
2.2001247372e+04   -1.2467373511e+06  1.0463643354e-21  
2.2001247372e+04   -1.2174023546e+06  1.0783492715e-21  
2.2001247372e+04   -1.1880673581e+06  1.2017197390e-21  
2.2001247372e+04   -1.1587323616e+06  1.2382739516e-21  
2.2001247372e+04   -1.1293973651e+06  1.2931052704e-21  
2.2001247372e+04   -1.1000623686e+06  1.4301835677e-21  
2.2001247372e+04   -1.0707273721e+06  1.4652146881e-21  
2.2001247372e+04   -1.0413923756e+06  1.5063381772e-21  
2.2001247372e+04   -1.0120573791e+06  1.6875861480e-21  
2.2001247372e+04   -9.8272238263e+05  1.6921554246e-21  
2.2001247372e+04   -9.5338738613e+05  1.8307568140e-21  
2.2001247372e+04   -9.2405238964e+05  1.9084345157e-21  
2.2001247372e+04   -8.9471739314e+05  2.0912055787e-21  
2.2001247372e+04   -8.6538239664e+05  2.1018672240e-21  
2.2001247372e+04   -8.3604740015e+05  2.2800690104e-21  
2.2001247372e+04   -8.0671240365e+05  2.2709304573e-21  
2.2001247372e+04   -7.7737740715e+05  2.5298561298e-21  
2.2001247372e+04   -7.4804241066e+05  2.5603179736e-21  
2.2001247372e+04   -7.1870741416e+05  2.6989193630e-21  
2.2001247372e+04   -6.8937241767e+05  2.7750739726e-21  
2.2001247372e+04   -6.6003742117e+05  2.8938751635e-21  
2.2001247372e+04   -6.3070242467e+05  2.8893058870e-21  
2.2001247372e+04   -6.0136742818e+05  3.0537998436e-21  
2.2001247372e+04   -5.7203243168e+05  3.1756472189e-21  
2.2001247372e+04   -5.4269743518e+05  3.1786934033e-21  
2.2001247372e+04   -5.1336243869e+05  3.1375699141e-21  
2.2001247372e+04   -4.8402744219e+05  3.3249102537e-21  
2.2001247372e+04   -4.5469244569e+05  3.3172947927e-21  
2.2001247372e+04   -4.2535744920e+05  3.4102034164e-21  
2.2001247372e+04   -3.9602245270e+05  3.4239112461e-21  
2.2001247372e+04   -3.6668745620e+05  3.4787425650e-21  
2.2001247372e+04   -3.3735245971e+05  3.4848349338e-21  
2.2001247372e+04   -3.0801746321e+05  3.5944975715e-21  
2.2001247372e+04   -2.7868246672e+05  3.5168198698e-21  
2.2001247372e+04   -2.4934747022e+05  3.6965447484e-21  
2.2001247372e+04   -2.2001247372e+05  3.5655588199e-21  
2.2001247372e+04   -1.9067747723e+05  3.7559453438e-21  
2.2001247372e+04   -1.6134248073e+05  3.6158208622e-21  
2.2001247372e+04   -1.3200748423e+05  3.6158208622e-21  
2.2001247372e+04   -1.0267248774e+05  3.7696531735e-21  
2.2001247372e+04   -7.3337491241e+04  3.5777435574e-21  
2.2001247372e+04   -4.4002494745e+04  3.6462827060e-21  
2.2001247372e+04   -1.4667498248e+04  3.6478057982e-21  
2.2001247372e+04   1.4667498248e+04   3.7437606063e-21  
2.2001247372e+04   4.4002494745e+04   3.6767445499e-21  
2.2001247372e+04   7.3337491241e+04   3.7102525781e-21  
2.2001247372e+04   1.0267248774e+05   3.7422375141e-21  
2.2001247372e+04   1.3200748423e+05   3.6615136280e-21  
2.2001247372e+04   1.6134248073e+05   3.7300527766e-21  
2.2001247372e+04   1.9067747723e+05   3.9113007473e-21  
2.2001247372e+04   2.2001247372e+05   3.6980678406e-21  
2.2001247372e+04   2.4934747022e+05   3.7803148189e-21  
2.2001247372e+04   2.7868246672e+05   3.8747465347e-21  
2.2001247372e+04   3.0801746321e+05   3.7300527766e-21  
2.2001247372e+04   3.3735245971e+05   3.8823619957e-21  
2.2001247372e+04   3.6668745620e+05   3.7224373156e-21  
2.2001247372e+04   3.9602245270e+05   3.8869312723e-21  
2.2001247372e+04   4.2535744920e+05   3.9630858818e-21  
2.2001247372e+04   4.5469244569e+05   3.8854081801e-21  
2.2001247372e+04   4.8402744219e+05   3.8168690315e-21  
2.2001247372e+04   5.1336243869e+05   3.7650838970e-21  
2.2001247372e+04   5.4269743518e+05   3.7468067907e-21  
2.2001247372e+04   5.7203243168e+05   3.7315758688e-21  
2.2001247372e+04   6.0136742818e+05   3.6874061952e-21  
2.2001247372e+04   6.3070242467e+05   3.7985919252e-21  
2.2001247372e+04   6.6003742117e+05   3.5533740824e-21  
2.2001247372e+04   6.8937241767e+05   3.5777435574e-21  
2.2001247372e+04   7.1870741416e+05   3.4741732884e-21  
2.2001247372e+04   7.4804241066e+05   3.3766953882e-21  
2.2001247372e+04   7.7737740715e+05   3.4071572320e-21  
2.2001247372e+04   8.0671240365e+05   3.3081562396e-21  
2.2001247372e+04   8.3604740015e+05   3.1863088643e-21  
2.2001247372e+04   8.6538239664e+05   3.1451853751e-21  
2.2001247372e+04   8.9471739314e+05   3.1406160985e-21  
2.2001247372e+04   9.2405238964e+05   2.9959223403e-21  
2.2001247372e+04   9.5338738613e+05   2.9014906245e-21  
2.2001247372e+04   9.8272238263e+05   2.8573209509e-21  
2.2001247372e+04   1.0120573791e+06   2.6699806114e-21  
2.2001247372e+04   1.0413923756e+06   2.5618410658e-21  
2.2001247372e+04   1.0707273721e+06   2.5405177751e-21  
2.2001247372e+04   1.1000623686e+06   2.3364234215e-21  
2.2001247372e+04   1.1293973651e+06   2.2023913087e-21  
2.2001247372e+04   1.1587323616e+06   2.1749756492e-21  
2.2001247372e+04   1.1880673581e+06   2.0409435364e-21  
2.2001247372e+04   1.2174023546e+06   1.8932035938e-21  
2.2001247372e+04   1.2467373511e+06   1.7896333248e-21  
2.2001247372e+04   1.2760723476e+06   1.7378481903e-21  
2.2001247372e+04   1.3054073441e+06   1.5581233117e-21  
2.2001247372e+04   1.3347423406e+06   1.4804456100e-21  
2.2001247372e+04   1.3640773371e+06   1.3479365893e-21  
2.2001247372e+04   1.3934123336e+06   1.2748281641e-21  
2.2001247372e+04   1.4227473301e+06   1.1605962498e-21  
2.2001247372e+04   1.4520823266e+06   1.0006715697e-21  
2.2001247372e+04   1.4814173231e+06   1.0646414417e-21  
2.2001247372e+04   1.5107523196e+06   9.1080913042e-22  
2.2001247372e+04   1.5400873161e+06   6.7320674857e-22  
2.2001247372e+04   1.5694223126e+06   6.8082220953e-22  
2.2001247372e+04   1.5987573091e+06   5.7420575613e-22  
2.2001247372e+04   1.6280923055e+06   4.2341962919e-22  
2.2001247372e+04   1.6574273020e+06   4.1275798385e-22  
2.2001247372e+04   1.6867622985e+06   3.1071080703e-22  
2.2001247372e+04   1.7160972950e+06   2.4978711938e-22  
2.2001247372e+04   1.7454322915e+06   2.3303310527e-22  
2.2001247372e+04   1.7747672880e+06   1.9647889268e-22  
2.2001247372e+04   1.8041022845e+06   9.7477900245e-23  
2.2001247372e+04   1.8334372810e+06   1.1270882216e-22  
2.2001247372e+04   1.8627722775e+06   5.0262042314e-23  
2.2001247372e+04   1.8921072740e+06   4.8738950123e-23  
2.2001247372e+04   1.9214422705e+06   5.1785134505e-23  
2.2001247372e+04   1.9507772670e+06   1.6754014105e-23  
2.2001247372e+04   1.9801122635e+06   1.5230921913e-23  
2.2001247372e+04   2.0094472600e+06   1.2184737531e-23  
2.2001247372e+04   2.0387822565e+06   4.5692765740e-24  
2.2001247372e+04   2.0681172530e+06   0.0000000000e+00  
2.2001247372e+04   2.0974522495e+06   1.5230921913e-24  
2.2001247372e+04   2.1267872460e+06   1.5230921913e-24  
2.2001247372e+04   2.1561222425e+06   1.5230921913e-24  
2.2001247372e+04   2.1854572390e+06   0.0000000000e+00  
2.2001247372e+04   2.2147922355e+06   0.0000000000e+00  
2.2001247372e+04   2.2441272320e+06   0.0000000000e+00  
2.2001247372e+04   2.2734622285e+06   0.0000000000e+00  
2.2001247372e+04   2.3027972250e+06   0.0000000000e+00  
2.2001247372e+04   2.3321322215e+06   0.0000000000e+00  
2.2001247372e+04   2.3614672180e+06   0.0000000000e+00  
2.2001247372e+04   2.3908022145e+06   0.0000000000e+00  
2.2001247372e+04   2.4201372110e+06   0.0000000000e+00  
2.2001247372e+04   2.4494722074e+06   0.0000000000e+00  
2.2001247372e+04   2.4788072039e+06   0.0000000000e+00  
2.2001247372e+04   2.5081422004e+06   0.0000000000e+00  
2.2001247372e+04   2.5374771969e+06   0.0000000000e+00  
2.2001247372e+04   2.5668121934e+06   0.0000000000e+00  
2.2001247372e+04   2.5961471899e+06   0.0000000000e+00  
2.2001247372e+04   2.6254821864e+06   0.0000000000e+00  
2.2001247372e+04   2.6548171829e+06   0.0000000000e+00  
2.2001247372e+04   2.6841521794e+06   0.0000000000e+00  
2.2001247372e+04   2.7134871759e+06   0.0000000000e+00  
2.2001247372e+04   2.7428221724e+06   0.0000000000e+00  
2.2001247372e+04   2.7721571689e+06   0.0000000000e+00  
2.2001247372e+04   2.8014921654e+06   0.0000000000e+00  
2.2001247372e+04   2.8308271619e+06   0.0000000000e+00  
2.2001247372e+04   2.8601621584e+06   0.0000000000e+00  
2.2001247372e+04   2.8894971549e+06   0.0000000000e+00  
2.2001247372e+04   2.9188321514e+06   0.0000000000e+00  
3.6668745620e+04   -2.9188321514e+06  0.0000000000e+00  
3.6668745620e+04   -2.8894971549e+06  0.0000000000e+00  
3.6668745620e+04   -2.8601621584e+06  0.0000000000e+00  
3.6668745620e+04   -2.8308271619e+06  0.0000000000e+00  
3.6668745620e+04   -2.8014921654e+06  0.0000000000e+00  
3.6668745620e+04   -2.7721571689e+06  0.0000000000e+00  
3.6668745620e+04   -2.7428221724e+06  0.0000000000e+00  
3.6668745620e+04   -2.7134871759e+06  0.0000000000e+00  
3.6668745620e+04   -2.6841521794e+06  0.0000000000e+00  
3.6668745620e+04   -2.6548171829e+06  0.0000000000e+00  
3.6668745620e+04   -2.6254821864e+06  0.0000000000e+00  
3.6668745620e+04   -2.5961471899e+06  0.0000000000e+00  
3.6668745620e+04   -2.5668121934e+06  0.0000000000e+00  
3.6668745620e+04   -2.5374771969e+06  0.0000000000e+00  
3.6668745620e+04   -2.5081422004e+06  0.0000000000e+00  
3.6668745620e+04   -2.4788072039e+06  0.0000000000e+00  
3.6668745620e+04   -2.4494722074e+06  0.0000000000e+00  
3.6668745620e+04   -2.4201372110e+06  0.0000000000e+00  
3.6668745620e+04   -2.3908022145e+06  0.0000000000e+00  
3.6668745620e+04   -2.3614672180e+06  0.0000000000e+00  
3.6668745620e+04   -2.3321322215e+06  0.0000000000e+00  
3.6668745620e+04   -2.3027972250e+06  0.0000000000e+00  
3.6668745620e+04   -2.2734622285e+06  0.0000000000e+00  
3.6668745620e+04   -2.2441272320e+06  0.0000000000e+00  
3.6668745620e+04   -2.2147922355e+06  0.0000000000e+00  
3.6668745620e+04   -2.1854572390e+06  0.0000000000e+00  
3.6668745620e+04   -2.1561222425e+06  0.0000000000e+00  
3.6668745620e+04   -2.1267872460e+06  0.0000000000e+00  
3.6668745620e+04   -2.0974522495e+06  1.5230921913e-24  
3.6668745620e+04   -2.0681172530e+06  1.5230921913e-24  
3.6668745620e+04   -2.0387822565e+06  0.0000000000e+00  
3.6668745620e+04   -2.0094472600e+06  1.5230921913e-24  
3.6668745620e+04   -1.9801122635e+06  1.5230921913e-24  
3.6668745620e+04   -1.9507772670e+06  3.0461843827e-24  
3.6668745620e+04   -1.9214422705e+06  2.1323290679e-23  
3.6668745620e+04   -1.8921072740e+06  9.1385531480e-24  
3.6668745620e+04   -1.8627722775e+06  1.8277106296e-23  
3.6668745620e+04   -1.8334372810e+06  1.5230921913e-23  
3.6668745620e+04   -1.8041022845e+06  3.8077304783e-23  
3.6668745620e+04   -1.7747672880e+06  6.8539148610e-23  
3.6668745620e+04   -1.7454322915e+06  1.0813954558e-22  
