#v_r(m/s)          v_z(m/s)           EVDF(m-3s-3)       
8.7416510573e+03   1.3811808671e+06   5.7622860969e-22  
8.7416510573e+03   1.4161474713e+06   5.0203194925e-22  
8.7416510573e+03   1.4511140755e+06   4.9335961231e-22  
8.7416510573e+03   1.4860806797e+06   4.6445182253e-22  
8.7416510573e+03   1.5210472840e+06   4.5674307859e-22  
8.7416510573e+03   1.5560138882e+06   3.9507312705e-22  
8.7416510573e+03   1.5909804924e+06   3.8447360413e-22  
8.7416510573e+03   1.6259470967e+06   3.3051239653e-22  
8.7416510573e+03   1.6609137009e+06   2.8811430485e-22  
8.7416510573e+03   1.6958803051e+06   2.7558759594e-22  
8.7416510573e+03   1.7308469093e+06   2.2933513229e-22  
8.7416510573e+03   1.7658135136e+06   1.9175500557e-22  
8.7416510573e+03   1.8007801178e+06   1.7151955272e-22  
8.7416510573e+03   1.8357467220e+06   1.4261176293e-22  
8.7416510573e+03   1.8707133263e+06   1.3586661198e-22  
8.7416510573e+03   1.9056799305e+06   1.0406804322e-22  
8.7416510573e+03   1.9406465347e+06   9.1541334316e-23  
8.7416510573e+03   1.9756131389e+06   5.2034021611e-23  
8.7416510573e+03   2.0105797432e+06   5.3961207597e-23  
8.7416510573e+03   2.0455463474e+06   4.5288870662e-23  
8.7416510573e+03   2.0805129516e+06   4.8179649640e-23  
8.7416510573e+03   2.1154795559e+06   2.2162638834e-23  
8.7416510573e+03   2.1504461601e+06   2.1199045842e-23  
8.7416510573e+03   2.1854127643e+06   2.5053417813e-23  
8.7416510573e+03   2.2203793686e+06   1.8308266863e-23  
8.7416510573e+03   2.2553459728e+06   1.3490301899e-23  
8.7416510573e+03   2.2903125770e+06   5.7815579568e-24  
8.7416510573e+03   2.3252791812e+06   8.6723369352e-24  
8.7416510573e+03   2.3602457855e+06   5.7815579568e-24  
8.7416510573e+03   2.3952123897e+06   1.9271859856e-24  
8.7416510573e+03   2.4301789939e+06   9.6359299280e-25  
8.7416510573e+03   2.4651455982e+06   2.8907789784e-24  
8.7416510573e+03   2.5001122024e+06   0.0000000000e+00  
8.7416510573e+03   2.5350788066e+06   0.0000000000e+00  
8.7416510573e+03   2.5700454108e+06   9.6359299280e-25  
8.7416510573e+03   2.6050120151e+06   0.0000000000e+00  
8.7416510573e+03   2.6399786193e+06   9.6359299280e-25  
8.7416510573e+03   2.6749452235e+06   0.0000000000e+00  
8.7416510573e+03   2.7099118278e+06   9.6359299280e-25  
8.7416510573e+03   2.7448784320e+06   0.0000000000e+00  
8.7416510573e+03   2.7798450362e+06   0.0000000000e+00  
8.7416510573e+03   2.8148116404e+06   0.0000000000e+00  
8.7416510573e+03   2.8497782447e+06   0.0000000000e+00  
8.7416510573e+03   2.8847448489e+06   0.0000000000e+00  
8.7416510573e+03   2.9197114531e+06   0.0000000000e+00  
8.7416510573e+03   2.9546780574e+06   0.0000000000e+00  
8.7416510573e+03   2.9896446616e+06   0.0000000000e+00  
8.7416510573e+03   3.0246112658e+06   0.0000000000e+00  
8.7416510573e+03   3.0595778701e+06   0.0000000000e+00  
8.7416510573e+03   3.0945444743e+06   0.0000000000e+00  
8.7416510573e+03   3.1295110785e+06   0.0000000000e+00  
8.7416510573e+03   3.1644776827e+06   0.0000000000e+00  
8.7416510573e+03   3.1994442870e+06   0.0000000000e+00  
8.7416510573e+03   3.2344108912e+06   0.0000000000e+00  
8.7416510573e+03   3.2693774954e+06   0.0000000000e+00  
8.7416510573e+03   3.3043440997e+06   0.0000000000e+00  
8.7416510573e+03   3.3393107039e+06   0.0000000000e+00  
8.7416510573e+03   3.3742773081e+06   0.0000000000e+00  
8.7416510573e+03   3.4092439123e+06   0.0000000000e+00  
8.7416510573e+03   3.4442105166e+06   0.0000000000e+00  
8.7416510573e+03   3.4791771208e+06   0.0000000000e+00  
2.6224953172e+04   -3.4791771208e+06  0.0000000000e+00  
2.6224953172e+04   -3.4442105166e+06  0.0000000000e+00  
2.6224953172e+04   -3.4092439123e+06  0.0000000000e+00  
2.6224953172e+04   -3.3742773081e+06  0.0000000000e+00  
2.6224953172e+04   -3.3393107039e+06  0.0000000000e+00  
2.6224953172e+04   -3.3043440997e+06  0.0000000000e+00  
2.6224953172e+04   -3.2693774954e+06  0.0000000000e+00  
2.6224953172e+04   -3.2344108912e+06  0.0000000000e+00  
2.6224953172e+04   -3.1994442870e+06  0.0000000000e+00  
2.6224953172e+04   -3.1644776827e+06  0.0000000000e+00  
2.6224953172e+04   -3.1295110785e+06  0.0000000000e+00  
2.6224953172e+04   -3.0945444743e+06  0.0000000000e+00  
2.6224953172e+04   -3.0595778701e+06  0.0000000000e+00  
2.6224953172e+04   -3.0246112658e+06  0.0000000000e+00  
2.6224953172e+04   -2.9896446616e+06  0.0000000000e+00  
2.6224953172e+04   -2.9546780574e+06  0.0000000000e+00  
2.6224953172e+04   -2.9197114531e+06  0.0000000000e+00  
2.6224953172e+04   -2.8847448489e+06  0.0000000000e+00  
2.6224953172e+04   -2.8497782447e+06  0.0000000000e+00  
2.6224953172e+04   -2.8148116404e+06  0.0000000000e+00  
2.6224953172e+04   -2.7798450362e+06  0.0000000000e+00  
2.6224953172e+04   -2.7448784320e+06  0.0000000000e+00  
2.6224953172e+04   -2.7099118278e+06  0.0000000000e+00  
2.6224953172e+04   -2.6749452235e+06  0.0000000000e+00  
2.6224953172e+04   -2.6399786193e+06  0.0000000000e+00  
2.6224953172e+04   -2.6050120151e+06  0.0000000000e+00  
2.6224953172e+04   -2.5700454108e+06  0.0000000000e+00  
2.6224953172e+04   -2.5350788066e+06  9.6359299280e-25  
2.6224953172e+04   -2.5001122024e+06  0.0000000000e+00  
2.6224953172e+04   -2.4651455982e+06  9.6359299280e-25  
2.6224953172e+04   -2.4301789939e+06  1.9271859856e-24  
2.6224953172e+04   -2.3952123897e+06  2.8907789784e-24  
2.6224953172e+04   -2.3602457855e+06  2.8907789784e-24  
2.6224953172e+04   -2.3252791812e+06  1.9271859856e-24  
2.6224953172e+04   -2.2903125770e+06  1.9271859856e-24  
2.6224953172e+04   -2.2553459728e+06  6.7451509496e-24  
2.6224953172e+04   -2.2203793686e+06  6.7451509496e-24  
2.6224953172e+04   -2.1854127643e+06  1.2526708906e-23  
2.6224953172e+04   -2.1504461601e+06  8.6723369352e-24  
2.6224953172e+04   -2.1154795559e+06  1.8308266863e-23  
2.6224953172e+04   -2.0805129516e+06  1.7344673870e-23  
2.6224953172e+04   -2.0455463474e+06  2.3126231827e-23  
2.6224953172e+04   -2.0105797432e+06  2.9871382777e-23  
2.6224953172e+04   -1.9756131389e+06  3.8543719712e-23  
2.6224953172e+04   -1.9406465347e+06  4.4325277669e-23  
2.6224953172e+04   -1.9056799305e+06  4.1434498690e-23  
2.6224953172e+04   -1.8707133263e+06  6.4560730518e-23  
2.6224953172e+04   -1.8357467220e+06  8.0941811395e-23  
2.6224953172e+04   -1.8007801178e+06  1.0214085724e-22  
2.6224953172e+04   -1.7658135136e+06  1.2912146104e-22  
2.6224953172e+04   -1.7308469093e+06  1.4550254191e-22  
2.6224953172e+04   -1.6958803051e+06  2.0909967944e-22  
2.6224953172e+04   -1.6609137009e+06  2.4378902718e-22  
2.6224953172e+04   -1.6259470967e+06  2.7558759594e-22  
2.6224953172e+04   -1.5909804924e+06  3.3147598952e-22  
2.6224953172e+04   -1.5560138882e+06  3.7001970924e-22  
2.6224953172e+04   -1.5210472840e+06  3.9892749902e-22  
2.6224953172e+04   -1.4860806797e+06  4.3747121873e-22  
2.6224953172e+04   -1.4511140755e+06  5.7141064473e-22  
2.6224953172e+04   -1.4161474713e+06  6.5427964211e-22  
2.6224953172e+04   -1.3811808671e+06  7.3714863949e-22  
2.6224953172e+04   -1.3462142628e+06  7.5256612738e-22  
2.6224953172e+04   -1.3112476586e+06  8.1327248592e-22  
2.6224953172e+04   -1.2762810544e+06  9.0770459922e-22  
2.6224953172e+04   -1.2413144501e+06  1.0088818635e-21  
2.6224953172e+04   -1.2063478459e+06  9.9539156156e-22  
2.6224953172e+04   -1.1713812417e+06  1.1640203353e-21  
2.6224953172e+04   -1.1364146374e+06  1.0840421169e-21  
2.6224953172e+04   -1.1014480332e+06  1.1890737531e-21  
2.6224953172e+04   -1.0664814290e+06  1.2700155645e-21  
2.6224953172e+04   -1.0315148248e+06  1.3249403651e-21  
2.6224953172e+04   -9.9654822053e+05  1.3972098396e-21  
2.6224953172e+04   -9.6158161630e+05  1.5359672305e-21  
2.6224953172e+04   -9.2661501207e+05  1.6014915540e-21  
2.6224953172e+04   -8.9164840784e+05  1.6747246215e-21  
2.6224953172e+04   -8.5668180361e+05  1.8048096755e-21  
2.6224953172e+04   -8.2171519939e+05  1.8125184195e-21  
2.6224953172e+04   -7.8674859516e+05  1.9281495786e-21  
2.6224953172e+04   -7.5178199093e+05  1.9898195301e-21  
2.6224953172e+04   -7.1681538670e+05  2.0707613415e-21  
2.6224953172e+04   -6.8184878247e+05  2.1536303389e-21  
2.6224953172e+04   -6.4688217824e+05  2.2894969509e-21  
2.6224953172e+04   -6.1191557401e+05  2.2981692878e-21  
2.6224953172e+04   -5.7694896978e+05  2.3742931343e-21  
2.6224953172e+04   -5.4198236555e+05  2.4195820049e-21  
2.6224953172e+04   -5.0701576132e+05  2.4783611775e-21  
2.6224953172e+04   -4.7204915709e+05  2.4716160265e-21  
2.6224953172e+04   -4.3708255286e+05  2.6007374876e-21  
2.6224953172e+04   -4.0211594864e+05  2.5361767571e-21  
2.6224953172e+04   -3.6714934441e+05  2.5795384417e-21  
2.6224953172e+04   -3.3218274018e+05  2.7028783448e-21  
2.6224953172e+04   -2.9721613595e+05  2.7963468651e-21  
2.6224953172e+04   -2.6224953172e+05  2.7790021912e-21  
2.6224953172e+04   -2.2728292749e+05  2.7539487734e-21  
2.6224953172e+04   -1.9231632326e+05  2.7481672155e-21  
2.6224953172e+04   -1.5734971903e+05  2.8319998058e-21  
2.6224953172e+04   -1.2238311480e+05  2.7597303314e-21  
2.6224953172e+04   -8.7416510573e+04  2.7616575174e-21  
2.6224953172e+04   -5.2449906344e+04  2.8946333504e-21  
2.6224953172e+04   -1.7483302115e+04  2.8185095039e-21  
2.6224953172e+04   1.7483302115e+04   2.8570532237e-21  
2.6224953172e+04   5.2449906344e+04   2.7587667384e-21  
2.6224953172e+04   8.7416510573e+04   2.9013785013e-21  
2.6224953172e+04   1.2238311480e+05   2.8917425714e-21  
2.6224953172e+04   1.5734971903e+05   2.8560896307e-21  
2.6224953172e+04   1.9231632326e+05   2.9360678491e-21  
2.6224953172e+04   2.2728292749e+05   2.9351042561e-21  
2.6224953172e+04   2.6224953172e+05   2.8927061644e-21  
2.6224953172e+04   2.9721613595e+05   2.8416357358e-21  
2.6224953172e+04   3.3218274018e+05   2.9842474987e-21  
2.6224953172e+04   3.6714934441e+05   2.9543761159e-21  
2.6224953172e+04   4.0211594864e+05   2.9524489299e-21  
2.6224953172e+04   4.3708255286e+05   3.0420630783e-21  
2.6224953172e+04   4.7204915709e+05   2.9987013936e-21  
2.6224953172e+04   5.0701576132e+05   3.0401358923e-21  
2.6224953172e+04   5.4198236555e+05   3.0247184044e-21  
2.6224953172e+04   5.7694896978e+05   3.1172233317e-21  
2.6224953172e+04   6.1191557401e+05   2.9264319191e-21  
2.6224953172e+04   6.4688217824e+05   3.0892791349e-21  
2.6224953172e+04   6.8184878247e+05   3.0603713451e-21  
2.6224953172e+04   7.1681538670e+05   3.0189368464e-21  
2.6224953172e+04   7.5178199093e+05   2.9245047331e-21  
2.6224953172e+04   7.8674859516e+05   2.9283591051e-21  
2.6224953172e+04   8.2171519939e+05   2.9649756388e-21  
2.6224953172e+04   8.5668180361e+05   2.8522352587e-21  
2.6224953172e+04   8.9164840784e+05   2.7539487734e-21  
2.6224953172e+04   9.2661501207e+05   2.7327497276e-21  
2.6224953172e+04   9.6158161630e+05   2.6980603798e-21  
2.6224953172e+04   9.9654822053e+05   2.5727932908e-21  
2.6224953172e+04   1.0315148248e+06   2.6180821614e-21  
2.6224953172e+04   1.0664814290e+06   2.4773975845e-21  
2.6224953172e+04   1.1014480332e+06   2.4292179349e-21  
2.6224953172e+04   1.1364146374e+06   2.4282543419e-21  
2.6224953172e+04   1.1713812417e+06   2.2316813713e-21  
2.6224953172e+04   1.2063478459e+06   2.1892832796e-21  
2.6224953172e+04   1.2413144501e+06   2.1459215950e-21  
2.6224953172e+04   1.2762810544e+06   2.0466715167e-21  
2.6224953172e+04   1.3112476586e+06   1.9676568913e-21  
2.6224953172e+04   1.3462142628e+06   1.8443169882e-21  
2.6224953172e+04   1.3811808671e+06   1.7219406781e-21  
2.6224953172e+04   1.4161474713e+06   1.6660522846e-21  
2.6224953172e+04   1.4511140755e+06   1.4733336860e-21  
2.6224953172e+04   1.4860806797e+06   1.4376807453e-21  
2.6224953172e+04   1.5210472840e+06   1.3355398880e-21  
2.6224953172e+04   1.5560138882e+06   1.2276174728e-21  
2.6224953172e+04   1.5909804924e+06   1.1428212895e-21  
2.6224953172e+04   1.6259470967e+06   1.0031003055e-21  
2.6224953172e+04   1.6609137009e+06   8.6916087951e-22  
2.6224953172e+04   1.6958803051e+06   7.6894720825e-22  
2.6224953172e+04   1.7308469093e+06   6.9571414080e-22  
2.6224953172e+04   1.7658135136e+06   5.8297376064e-22  
2.6224953172e+04   1.8007801178e+06   5.1359506516e-22  
2.6224953172e+04   1.8357467220e+06   4.4999792764e-22  
2.6224953172e+04   1.8707133263e+06   3.3725754748e-22  
2.6224953172e+04   1.9056799305e+06   2.6691525901e-22  
2.6224953172e+04   1.9406465347e+06   2.3511669024e-22  
2.6224953172e+04   1.9756131389e+06   1.7441033170e-22  
2.6224953172e+04   2.0105797432e+06   1.5513847184e-22  
2.6224953172e+04   2.0455463474e+06   1.1274038016e-22  
2.6224953172e+04   2.0805129516e+06   9.3468520302e-23  
2.6224953172e+04   2.1154795559e+06   6.6487916503e-23  
2.6224953172e+04   2.1504461601e+06   6.5524323510e-23  
2.6224953172e+04   2.1854127643e+06   4.0470905698e-23  
2.6224953172e+04   2.2203793686e+06   4.1434498690e-23  
2.6224953172e+04   2.2553459728e+06   2.3126231827e-23  
2.6224953172e+04   2.2903125770e+06   1.5417487885e-23  
2.6224953172e+04   2.3252791812e+06   1.8308266863e-23  
2.6224953172e+04   2.3602457855e+06   1.0599522921e-23  
2.6224953172e+04   2.3952123897e+06   4.8179649640e-24  
2.6224953172e+04   2.4301789939e+06   3.8543719712e-24  
2.6224953172e+04   2.4651455982e+06   3.8543719712e-24  
2.6224953172e+04   2.5001122024e+06   2.8907789784e-24  
2.6224953172e+04   2.5350788066e+06   1.9271859856e-24  
2.6224953172e+04   2.5700454108e+06   9.6359299280e-25  
2.6224953172e+04   2.6050120151e+06   9.6359299280e-25  
2.6224953172e+04   2.6399786193e+06   0.0000000000e+00  
2.6224953172e+04   2.6749452235e+06   9.6359299280e-25  
2.6224953172e+04   2.7099118278e+06   0.0000000000e+00  
2.6224953172e+04   2.7448784320e+06   0.0000000000e+00  
2.6224953172e+04   2.7798450362e+06   9.6359299280e-25  
2.6224953172e+04   2.8148116404e+06   0.0000000000e+00  
2.6224953172e+04   2.8497782447e+06   0.0000000000e+00  
2.6224953172e+04   2.8847448489e+06   0.0000000000e+00  
2.6224953172e+04   2.9197114531e+06   0.0000000000e+00  
2.6224953172e+04   2.9546780574e+06   0.0000000000e+00  
2.6224953172e+04   2.9896446616e+06   0.0000000000e+00  
2.6224953172e+04   3.0246112658e+06   0.0000000000e+00  
2.6224953172e+04   3.0595778701e+06   0.0000000000e+00  
2.6224953172e+04   3.0945444743e+06   0.0000000000e+00  
2.6224953172e+04   3.1295110785e+06   0.0000000000e+00  
2.6224953172e+04   3.1644776827e+06   0.0000000000e+00  
2.6224953172e+04   3.1994442870e+06   0.0000000000e+00  
2.6224953172e+04   3.2344108912e+06   0.0000000000e+00  
2.6224953172e+04   3.2693774954e+06   0.0000000000e+00  
2.6224953172e+04   3.3043440997e+06   0.0000000000e+00  
2.6224953172e+04   3.3393107039e+06   0.0000000000e+00  
2.6224953172e+04   3.3742773081e+06   0.0000000000e+00  
2.6224953172e+04   3.4092439123e+06   0.0000000000e+00  
2.6224953172e+04   3.4442105166e+06   0.0000000000e+00  
2.6224953172e+04   3.4791771208e+06   0.0000000000e+00  
4.3708255286e+04   -3.4791771208e+06  0.0000000000e+00  
4.3708255286e+04   -3.4442105166e+06  0.0000000000e+00  
4.3708255286e+04   -3.4092439123e+06  0.0000000000e+00  
4.3708255286e+04   -3.3742773081e+06  0.0000000000e+00  
4.3708255286e+04   -3.3393107039e+06  0.0000000000e+00  
4.3708255286e+04   -3.3043440997e+06  0.0000000000e+00  
4.3708255286e+04   -3.2693774954e+06  0.0000000000e+00  
4.3708255286e+04   -3.2344108912e+06  0.0000000000e+00  
4.3708255286e+04   -3.1994442870e+06  0.0000000000e+00  
4.3708255286e+04   -3.1644776827e+06  0.0000000000e+00  
4.3708255286e+04   -3.1295110785e+06  0.0000000000e+00  
4.3708255286e+04   -3.0945444743e+06  0.0000000000e+00  
4.3708255286e+04   -3.0595778701e+06  0.0000000000e+00  
4.3708255286e+04   -3.0246112658e+06  0.0000000000e+00  
4.3708255286e+04   -2.9896446616e+06  0.0000000000e+00  
4.3708255286e+04   -2.9546780574e+06  0.0000000000e+00  
4.3708255286e+04   -2.9197114531e+06  0.0000000000e+00  
4.3708255286e+04   -2.8847448489e+06  0.0000000000e+00  
4.3708255286e+04   -2.8497782447e+06  0.0000000000e+00  
4.3708255286e+04   -2.8148116404e+06  0.0000000000e+00  
4.3708255286e+04   -2.7798450362e+06  0.0000000000e+00  
4.3708255286e+04   -2.7448784320e+06  1.9271859856e-24  
4.3708255286e+04   -2.7099118278e+06  0.0000000000e+00  
4.3708255286e+04   -2.6749452235e+06  0.0000000000e+00  
4.3708255286e+04   -2.6399786193e+06  9.6359299280e-25  
4.3708255286e+04   -2.6050120151e+06  0.0000000000e+00  
4.3708255286e+04   -2.5700454108e+06  9.6359299280e-25  
4.3708255286e+04   -2.5350788066e+06  0.0000000000e+00  
4.3708255286e+04   -2.5001122024e+06  2.8907789784e-24  
4.3708255286e+04   -2.4651455982e+06  9.6359299280e-25  
4.3708255286e+04   -2.4301789939e+06  4.8179649640e-24  
4.3708255286e+04   -2.3952123897e+06  9.6359299280e-25  
4.3708255286e+04   -2.3602457855e+06  4.8179649640e-24  
4.3708255286e+04   -2.3252791812e+06  3.8543719712e-24  
4.3708255286e+04   -2.2903125770e+06  4.8179649640e-24  
4.3708255286e+04   -2.2553459728e+06  9.6359299280e-24  
4.3708255286e+04   -2.2203793686e+06  1.4453894892e-23  
4.3708255286e+04   -2.1854127643e+06  1.4453894892e-23  
4.3708255286e+04   -2.1504461601e+06  1.9271859856e-23  
4.3708255286e+04   -2.1154795559e+06  2.0235452849e-23  
