v_r(m/s)           v_z(m/s)           EVDF(m-3s-3)       
1.7538615311e+03   -3.6129547540e+05  1.1392711398e-20  
1.7538615311e+03   -3.5428002928e+05  1.3888257704e-20  
1.7538615311e+03   -3.4726458316e+05  1.2152225491e-20  
1.7538615311e+03   -3.4024913703e+05  1.4430767770e-20  
1.7538615311e+03   -3.3323369091e+05  1.4539269784e-20  
1.7538615311e+03   -3.2621824478e+05  2.0181374476e-20  
1.7538615311e+03   -3.1920279866e+05  1.9855868436e-20  
1.7538615311e+03   -3.1218735253e+05  2.4412952995e-20  
1.7538615311e+03   -3.0517190641e+05  2.9512547620e-20  
1.7538615311e+03   -2.9815646029e+05  3.3093114060e-20  
1.7538615311e+03   -2.9114101416e+05  3.0272061714e-20  
1.7538615311e+03   -2.8412556804e+05  3.8301210698e-20  
1.7538615311e+03   -2.7711012191e+05  3.9820238885e-20  
1.7538615311e+03   -2.7009467579e+05  4.1013761031e-20  
1.7538615311e+03   -2.6307922966e+05  4.0145744925e-20  
1.7538615311e+03   -2.5606378354e+05  4.5028335524e-20  
1.7538615311e+03   -2.4904833742e+05  4.2966797271e-20  
1.7538615311e+03   -2.4203289129e+05  4.8825905990e-20  
1.7538615311e+03   -2.3501744517e+05  5.0887444242e-20  
1.7538615311e+03   -2.2800199904e+05  6.2063151613e-20  
1.7538615311e+03   -2.2098655292e+05  5.4359508668e-20  
1.7538615311e+03   -2.1397110679e+05  6.0110115374e-20  
1.7538615311e+03   -2.0695566067e+05  6.2063151613e-20  
1.7538615311e+03   -1.9994021454e+05  6.4450195906e-20  
1.7538615311e+03   -1.9292476842e+05  6.0544123427e-20  
1.7538615311e+03   -1.8590932230e+05  6.6186228119e-20  
1.7538615311e+03   -1.7889387617e+05  6.7596754292e-20  
1.7538615311e+03   -1.7187843005e+05  6.8464770399e-20  
1.7538615311e+03   -1.6486298392e+05  6.8790276439e-20  
1.7538615311e+03   -1.5784753780e+05  7.3889871064e-20  
1.7538615311e+03   -1.5083209167e+05  6.8790276439e-20  
1.7538615311e+03   -1.4381664555e+05  6.6837240199e-20  
1.7538615311e+03   -1.3680119943e+05  7.0417806638e-20  
1.7538615311e+03   -1.2978575330e+05  5.9676107321e-20  
1.7538615311e+03   -1.2277030718e+05  5.9784609334e-20  
1.7538615311e+03   -1.1575486105e+05  5.8808091214e-20  
1.7538615311e+03   -1.0873941493e+05  5.9567605307e-20  
1.7538615311e+03   -1.0172396880e+05  6.9115782479e-20  
1.7538615311e+03   -9.4708522679e+04  6.2605661680e-20  
1.7538615311e+03   -8.7693076555e+04  6.4341693893e-20  
1.7538615311e+03   -8.0677630430e+04  6.5426714026e-20  
1.7538615311e+03   -7.3662184306e+04  6.1303637520e-20  
1.7538615311e+03   -6.6646738181e+04  6.4667199933e-20  
1.7538615311e+03   -5.9631292057e+04  6.9224284492e-20  
1.7538615311e+03   -5.2615845933e+04  6.9983798585e-20  
1.7538615311e+03   -4.5600399808e+04  6.5860722079e-20  
1.7538615311e+03   -3.8584953684e+04  6.5752220066e-20  
1.7538615311e+03   -3.1569507560e+04  6.4884203959e-20  
1.7538615311e+03   -2.4554061435e+04  6.9983798585e-20  
1.7538615311e+03   -1.7538615311e+04  6.4884203959e-20  
1.7538615311e+03   -1.0523169187e+04  6.7379750266e-20  
1.7538615311e+03   -3.5077230622e+03  6.7271248252e-20  
1.7538615311e+03   3.5077230622e+03   6.6837240199e-20  
1.7538615311e+03   1.0523169187e+04   6.7054244226e-20  
1.7538615311e+03   1.7538615311e+04   6.3690681813e-20  
1.7538615311e+03   2.4554061435e+04   6.5969224093e-20  
1.7538615311e+03   3.1569507560e+04   6.7488252279e-20  
1.7538615311e+03   3.8584953684e+04   6.6728738186e-20  
1.7538615311e+03   4.5600399808e+04   6.4341693893e-20  
1.7538615311e+03   5.2615845933e+04   6.8030762345e-20  
1.7538615311e+03   5.9631292057e+04   6.6077726106e-20  
1.7538615311e+03   6.6646738181e+04   7.4432381131e-20  
1.7538615311e+03   7.3662184306e+04   7.4106875091e-20  
1.7538615311e+03   8.0677630430e+04   6.9658292545e-20  
1.7538615311e+03   8.7693076555e+04   6.6728738186e-20  
1.7538615311e+03   9.4708522679e+04   7.5191895224e-20  
1.7538615311e+03   1.0172396880e+05   6.8464770399e-20  
1.7538615311e+03   1.0873941493e+05   7.1828332811e-20  
1.7538615311e+03   1.1575486105e+05   6.4558697920e-20  
1.7538615311e+03   1.2277030718e+05   7.1502826771e-20  
1.7538615311e+03   1.2978575330e+05   6.7054244226e-20  
1.7538615311e+03   1.3680119943e+05   6.9332786505e-20  
1.7538615311e+03   1.4381664555e+05   6.3365175773e-20  
1.7538615311e+03   1.5083209167e+05   6.6403232146e-20  
1.7538615311e+03   1.5784753780e+05   6.3148171746e-20  
1.7538615311e+03   1.6486298392e+05   6.9441288518e-20  
1.7538615311e+03   1.7187843005e+05   6.7488252279e-20  
1.7538615311e+03   1.7889387617e+05   6.5643718053e-20  
1.7538615311e+03   1.8590932230e+05   6.3256673760e-20  
1.7538615311e+03   1.9292476842e+05   6.0001613360e-20  
1.7538615311e+03   1.9994021454e+05   6.1086633494e-20  
1.7538615311e+03   2.0695566067e+05   6.5535216039e-20  
1.7538615311e+03   2.1397110679e+05   6.4016187853e-20  
1.7538615311e+03   2.2098655292e+05   6.3907685840e-20  
1.7538615311e+03   2.2800199904e+05   6.4450195906e-20  
1.7538615311e+03   2.3501744517e+05   6.3039669733e-20  
1.7538615311e+03   2.4203289129e+05   6.8464770399e-20  
1.7538615311e+03   2.4904833742e+05   6.3256673760e-20  
1.7538615311e+03   2.5606378354e+05   6.8356268385e-20  
1.7538615311e+03   2.6307922966e+05   5.8699589201e-20  
1.7538615311e+03   2.7009467579e+05   5.0778942229e-20  
1.7538615311e+03   2.7711012191e+05   4.6547363710e-20  
1.7538615311e+03   2.8412556804e+05   4.6330359683e-20  
1.7538615311e+03   2.9114101416e+05   4.6438861697e-20  
1.7538615311e+03   2.9815646029e+05   5.0778942229e-20  
1.7538615311e+03   3.0517190641e+05   4.0471250965e-20  
1.7538615311e+03   3.1218735253e+05   3.9603234858e-20  
1.7538615311e+03   3.1920279866e+05   4.0254246938e-20  
1.7538615311e+03   3.2621824478e+05   3.6782182512e-20  
1.7538615311e+03   3.3323369091e+05   2.8753033527e-20  
1.7538615311e+03   3.4024913703e+05   2.2459916755e-20  
1.7538615311e+03   3.4726458316e+05   1.8879350316e-20  
1.7538615311e+03   3.5428002928e+05   1.9747366422e-20  
1.7538615311e+03   3.6129547540e+05   1.7577326156e-20  
1.7538615311e+03   3.6831092153e+05   1.1718217437e-20  
1.7538615311e+03   3.7532636765e+05   8.8971650914e-21  
1.7538615311e+03   3.8234181378e+05   8.0291489849e-21  
1.7538615311e+03   3.8935725990e+05   1.0307691264e-20  
1.7538615311e+03   3.9637270603e+05   6.1846147587e-21  
1.7538615311e+03   4.0338815215e+05   5.0995946256e-21  
1.7538615311e+03   4.1040359828e+05   2.8210523461e-21  
1.7538615311e+03   4.1741904440e+05   2.2785422795e-21  
1.7538615311e+03   4.2443449052e+05   3.1465583860e-21  
1.7538615311e+03   4.3144993665e+05   1.0850201331e-21  
1.7538615311e+03   4.3846538277e+05   8.6801610648e-22  
1.7538615311e+03   4.4548082890e+05   1.1935221464e-21  
1.7538615311e+03   4.5249627502e+05   2.1700402662e-22  
1.7538615311e+03   4.5951172115e+05   1.0850201331e-22  
1.7538615311e+03   4.6652716727e+05   0.0000000000e+00  
1.7538615311e+03   4.7354261339e+05   0.0000000000e+00  
1.7538615311e+03   4.8055805952e+05   0.0000000000e+00  
1.7538615311e+03   4.8757350564e+05   0.0000000000e+00  
1.7538615311e+03   4.9458895177e+05   0.0000000000e+00  
1.7538615311e+03   5.0160439789e+05   0.0000000000e+00  
1.7538615311e+03   5.0861984402e+05   0.0000000000e+00  
1.7538615311e+03   5.1563529014e+05   0.0000000000e+00  
1.7538615311e+03   5.2265073627e+05   0.0000000000e+00  
1.7538615311e+03   5.2966618239e+05   0.0000000000e+00  
1.7538615311e+03   5.3668162851e+05   0.0000000000e+00  
1.7538615311e+03   5.4369707464e+05   0.0000000000e+00  
1.7538615311e+03   5.5071252076e+05   0.0000000000e+00  
1.7538615311e+03   5.5772796689e+05   0.0000000000e+00  
1.7538615311e+03   5.6474341301e+05   0.0000000000e+00  
1.7538615311e+03   5.7175885914e+05   0.0000000000e+00  
1.7538615311e+03   5.7877430526e+05   0.0000000000e+00  
1.7538615311e+03   5.8578975138e+05   0.0000000000e+00  
1.7538615311e+03   5.9280519751e+05   0.0000000000e+00  
1.7538615311e+03   5.9982064363e+05   0.0000000000e+00  
1.7538615311e+03   6.0683608976e+05   0.0000000000e+00  
1.7538615311e+03   6.1385153588e+05   0.0000000000e+00  
1.7538615311e+03   6.2086698201e+05   0.0000000000e+00  
1.7538615311e+03   6.2788242813e+05   0.0000000000e+00  
1.7538615311e+03   6.3489787426e+05   0.0000000000e+00  
1.7538615311e+03   6.4191332038e+05   0.0000000000e+00  
1.7538615311e+03   6.4892876650e+05   0.0000000000e+00  
1.7538615311e+03   6.5594421263e+05   0.0000000000e+00  
1.7538615311e+03   6.6295965875e+05   0.0000000000e+00  
1.7538615311e+03   6.6997510488e+05   0.0000000000e+00  
1.7538615311e+03   6.7699055100e+05   0.0000000000e+00  
1.7538615311e+03   6.8400599713e+05   0.0000000000e+00  
1.7538615311e+03   6.9102144325e+05   0.0000000000e+00  
1.7538615311e+03   6.9803688937e+05   0.0000000000e+00  
5.2615845933e+03   -6.9803688937e+05  0.0000000000e+00  
5.2615845933e+03   -6.9102144325e+05  0.0000000000e+00  
5.2615845933e+03   -6.8400599713e+05  0.0000000000e+00  
5.2615845933e+03   -6.7699055100e+05  0.0000000000e+00  
5.2615845933e+03   -6.6997510488e+05  0.0000000000e+00  
5.2615845933e+03   -6.6295965875e+05  0.0000000000e+00  
5.2615845933e+03   -6.5594421263e+05  0.0000000000e+00  
5.2615845933e+03   -6.4892876650e+05  0.0000000000e+00  
5.2615845933e+03   -6.4191332038e+05  0.0000000000e+00  
5.2615845933e+03   -6.3489787426e+05  0.0000000000e+00  
5.2615845933e+03   -6.2788242813e+05  0.0000000000e+00  
5.2615845933e+03   -6.2086698201e+05  0.0000000000e+00  
5.2615845933e+03   -6.1385153588e+05  0.0000000000e+00  
5.2615845933e+03   -6.0683608976e+05  0.0000000000e+00  
5.2615845933e+03   -5.9982064363e+05  0.0000000000e+00  
5.2615845933e+03   -5.9280519751e+05  0.0000000000e+00  
5.2615845933e+03   -5.8578975138e+05  0.0000000000e+00  
5.2615845933e+03   -5.7877430526e+05  0.0000000000e+00  
5.2615845933e+03   -5.7175885914e+05  0.0000000000e+00  
5.2615845933e+03   -5.6474341301e+05  0.0000000000e+00  
5.2615845933e+03   -5.5772796689e+05  0.0000000000e+00  
5.2615845933e+03   -5.5071252076e+05  0.0000000000e+00  
5.2615845933e+03   -5.4369707464e+05  0.0000000000e+00  
5.2615845933e+03   -5.3668162851e+05  0.0000000000e+00  
5.2615845933e+03   -5.2966618239e+05  0.0000000000e+00  
5.2615845933e+03   -5.2265073627e+05  0.0000000000e+00  
5.2615845933e+03   -5.1563529014e+05  0.0000000000e+00  
5.2615845933e+03   -5.0861984402e+05  0.0000000000e+00  
5.2615845933e+03   -5.0160439789e+05  1.0850201331e-22  
5.2615845933e+03   -4.9458895177e+05  2.1700402662e-22  
5.2615845933e+03   -4.8757350564e+05  0.0000000000e+00  
5.2615845933e+03   -4.8055805952e+05  5.4251006655e-22  
5.2615845933e+03   -4.7354261339e+05  3.2550603993e-22  
5.2615845933e+03   -4.6652716727e+05  0.0000000000e+00  
5.2615845933e+03   -4.5951172115e+05  9.7651811979e-22  
5.2615845933e+03   -4.5249627502e+05  5.4251006655e-22  
5.2615845933e+03   -4.4548082890e+05  8.6801610648e-22  
5.2615845933e+03   -4.3846538277e+05  2.3870442928e-21  
5.2615845933e+03   -4.3144993665e+05  3.5805664392e-21  
5.2615845933e+03   -4.2443449052e+05  3.9060724792e-21  
5.2615845933e+03   -4.1741904440e+05  5.5336026788e-21  
5.2615845933e+03   -4.1040359828e+05  5.9676107321e-21  
5.2615845933e+03   -4.0338815215e+05  8.2461530116e-21  
5.2615845933e+03   -3.9637270603e+05  8.1376509983e-21  
5.2615845933e+03   -3.8935725990e+05  1.1392711398e-20  
5.2615845933e+03   -3.8234181378e+05  1.1826719451e-20  
5.2615845933e+03   -3.7532636765e+05  1.9747366422e-20  
5.2615845933e+03   -3.6831092153e+05  2.4087446955e-20  
5.2615845933e+03   -3.6129547540e+05  2.7342507354e-20  
5.2615845933e+03   -3.5428002928e+05  3.0923073793e-20  
5.2615845933e+03   -3.4726458316e+05  3.4937648286e-20  
5.2615845933e+03   -3.4024913703e+05  4.5679347604e-20  
5.2615845933e+03   -3.3323369091e+05  5.3599994575e-20  
5.2615845933e+03   -3.2621824478e+05  5.9459103294e-20  
5.2615845933e+03   -3.1920279866e+05  6.9441288518e-20  
5.2615845933e+03   -3.1218735253e+05  7.5408899251e-20  
5.2615845933e+03   -3.0517190641e+05  8.8103634808e-20  
5.2615845933e+03   -2.9815646029e+05  9.4939261646e-20  
5.2615845933e+03   -2.9114101416e+05  1.0687448311e-19  
5.2615845933e+03   -2.8412556804e+05  1.1251658780e-19  
5.2615845933e+03   -2.7711012191e+05  1.3041942000e-19  
5.2615845933e+03   -2.7009467579e+05  1.2304128309e-19  
5.2615845933e+03   -2.6307922966e+05  1.3280646429e-19  
5.2615845933e+03   -2.5606378354e+05  1.4430767770e-19  
5.2615845933e+03   -2.4904833742e+05  1.4734573408e-19  
5.2615845933e+03   -2.4203289129e+05  1.5656840521e-19  
5.2615845933e+03   -2.3501744517e+05  1.6763561056e-19  
5.2615845933e+03   -2.2800199904e+05  1.6893763472e-19  
5.2615845933e+03   -2.2098655292e+05  1.7707528572e-19  
5.2615845933e+03   -2.1397110679e+05  1.8033034612e-19  
5.2615845933e+03   -2.0695566067e+05  1.9432710584e-19  
5.2615845933e+03   -1.9994021454e+05  1.7295220922e-19  
5.2615845933e+03   -1.9292476842e+05  1.8163237028e-19  
5.2615845933e+03   -1.8590932230e+05  1.8141536625e-19  
5.2615845933e+03   -1.7889387617e+05  1.8315139847e-19  
5.2615845933e+03   -1.7187843005e+05  1.8119836223e-19  
5.2615845933e+03   -1.6486298392e+05  1.8738297699e-19  
5.2615845933e+03   -1.5784753780e+05  1.9237406960e-19  
5.2615845933e+03   -1.5083209167e+05  1.8163237028e-19  
5.2615845933e+03   -1.4381664555e+05  1.9465261188e-19  
5.2615845933e+03   -1.3680119943e+05  1.9769066825e-19  
5.2615845933e+03   -1.2978575330e+05  1.9259107363e-19  
5.2615845933e+03   -1.2277030718e+05  1.9031253135e-19  
5.2615845933e+03   -1.1575486105e+05  1.9335058772e-19  
5.2615845933e+03   -1.0873941493e+05  1.9194006155e-19  
5.2615845933e+03   -1.0172396880e+05  2.0007771254e-19  
5.2615845933e+03   -9.4708522679e+04  1.9432710584e-19  
5.2615845933e+03   -8.7693076555e+04  1.9324208571e-19  
5.2615845933e+03   -8.0677630430e+04  1.9877568838e-19  
5.2615845933e+03   -7.3662184306e+04  2.0127123469e-19  
5.2615845933e+03   -6.6646738181e+04  1.9628014208e-19  
5.2615845933e+03   -5.9631292057e+04  1.9790767228e-19  
5.2615845933e+03   -5.2615845933e+04  1.9443560785e-19  
5.2615845933e+03   -4.5600399808e+04  1.9769066825e-19  
5.2615845933e+03   -3.8584953684e+04  1.8987852329e-19  
5.2615845933e+03   -3.1569507560e+04  2.0224775281e-19  
5.2615845933e+03   -2.4554061435e+04  1.9324208571e-19  
5.2615845933e+03   -1.7538615311e+04  1.9204856356e-19  
5.2615845933e+03   -1.0523169187e+04  2.0832386556e-19  
5.2615845933e+03   -3.5077230622e+03  1.9269957564e-19  
5.2615845933e+03   3.5077230622e+03   1.9432710584e-19  
5.2615845933e+03   1.0523169187e+04   1.9953520248e-19  
5.2615845933e+03   1.7538615311e+04   2.0007771254e-19  
5.2615845933e+03   2.4554061435e+04   2.0647933133e-19  
5.2615845933e+03   3.1569507560e+04   2.0409228704e-19  
5.2615845933e+03   3.8584953684e+04   2.0702184140e-19  
5.2615845933e+03   4.5600399808e+04   2.0354977697e-19  
5.2615845933e+03   5.2615845933e+04   2.0854086958e-19  
5.2615845933e+03   5.9631292057e+04   2.0832386556e-19  
5.2615845933e+03   6.6646738181e+04   1.9411010181e-19  
5.2615845933e+03   7.3662184306e+04   1.9910119442e-19  
5.2615845933e+03   8.0677630430e+04   2.0832386556e-19  
5.2615845933e+03   8.7693076555e+04   2.0051172060e-19  
5.2615845933e+03   9.4708522679e+04   2.0213925080e-19  
5.2615845933e+03   1.0172396880e+05   1.9530362396e-19  
5.2615845933e+03   1.0873941493e+05   1.9085504141e-19  
5.2615845933e+03   1.1575486105e+05   1.9486961590e-19  
5.2615845933e+03   1.2277030718e+05   1.9693115416e-19  
5.2615845933e+03   1.2978575330e+05   1.8477892867e-19  
5.2615845933e+03   1.3680119943e+05   2.0029471657e-19  
5.2615845933e+03   1.4381664555e+05   1.9107204544e-19  
5.2615845933e+03   1.5083209167e+05   1.9769066825e-19  
5.2615845933e+03   1.5784753780e+05   1.9910119442e-19  
5.2615845933e+03   1.6486298392e+05   1.9747366422e-19  
5.2615845933e+03   1.7187843005e+05   1.9497811792e-19  
5.2615845933e+03   1.7889387617e+05   1.8488743068e-19  
5.2615845933e+03   1.8590932230e+05   1.7881131794e-19  
5.2615845933e+03   1.9292476842e+05   1.9052953537e-19  
5.2615845933e+03   1.9994021454e+05   1.8846799712e-19  
5.2615845933e+03   2.0695566067e+05   1.8727447497e-19  
5.2615845933e+03   2.1397110679e+05   1.9421860383e-19  
5.2615845933e+03   2.2098655292e+05   1.7577326156e-19  
5.2615845933e+03   2.2800199904e+05   1.9400159980e-19  
5.2615845933e+03   2.3501744517e+05   1.8477892867e-19  
5.2615845933e+03   2.4203289129e+05   1.8022184411e-19  
5.2615845933e+03   2.4904833742e+05   1.7946233001e-19  
5.2615845933e+03   2.5606378354e+05   1.7783479982e-19  
5.2615845933e+03   2.6307922966e+05   1.6969714882e-19  
5.2615845933e+03   2.7009467579e+05   1.7718378774e-19  
5.2615845933e+03   2.7711012191e+05   1.5949795957e-19  
5.2615845933e+03   2.8412556804e+05   1.4951577434e-19  
5.2615845933e+03   2.9114101416e+05   1.4018460120e-19  
5.2615845933e+03   2.9815646029e+05   1.5222832467e-19  
5.2615845933e+03   3.0517190641e+05   1.3953358912e-19  
5.2615845933e+03   3.1218735253e+05   1.2727286161e-19  
5.2615845933e+03   3.1920279866e+05   1.1208257975e-19  
5.2615845933e+03   3.2621824478e+05   9.8736832112e-20  
5.2615845933e+03   3.3323369091e+05   8.2136024076e-20  
5.2615845933e+03   3.4024913703e+05   6.5752220066e-20  
5.2615845933e+03   3.4726458316e+05   6.2714163693e-20  
5.2615845933e+03   3.5428002928e+05   5.3382990549e-20  
5.2615845933e+03   3.6129547540e+05   4.7306877803e-20  
5.2615845933e+03   3.6831092153e+05   4.1013761031e-20  
5.2615845933e+03   3.7532636765e+05   3.3418620100e-20  
5.2615845933e+03   3.8234181378e+05   3.1357081847e-20  
5.2615845933e+03   3.8935725990e+05   2.6691495274e-20  
5.2615845933e+03   3.9637270603e+05   1.5949795957e-20  
5.2615845933e+03   4.0338815215e+05   1.0199189251e-20  
5.2615845933e+03   4.1040359828e+05   7.0526308652e-21  
5.2615845933e+03   4.1741904440e+05   5.3165986522e-21  
5.2615845933e+03   4.2443449052e+05   5.4251006655e-21  
5.2615845933e+03   4.3144993665e+05   3.9060724792e-21  
5.2615845933e+03   4.3846538277e+05   2.7125503328e-21  
5.2615845933e+03   4.4548082890e+05   3.0380563727e-21  
5.2615845933e+03   4.5249627502e+05   1.1935221464e-21  
5.2615845933e+03   4.5951172115e+05   5.4251006655e-22  
5.2615845933e+03   4.6652716727e+05   2.1700402662e-22  
5.2615845933e+03   4.7354261339e+05   4.3400805324e-22  
5.2615845933e+03   4.8055805952e+05   2.1700402662e-22  
5.2615845933e+03   4.8757350564e+05   2.1700402662e-22  
5.2615845933e+03   4.9458895177e+05   2.1700402662e-22  
5.2615845933e+03   5.0160439789e+05   1.0850201331e-22  
5.2615845933e+03   5.0861984402e+05   0.0000000000e+00  
5.2615845933e+03   5.1563529014e+05   1.0850201331e-22  
5.2615845933e+03   5.2265073627e+05   1.0850201331e-22  
5.2615845933e+03   5.2966618239e+05   0.0000000000e+00  
5.2615845933e+03   5.3668162851e+05   0.0000000000e+00  
5.2615845933e+03   5.4369707464e+05   0.0000000000e+00  
5.2615845933e+03   5.5071252076e+05   0.0000000000e+00  
5.2615845933e+03   5.5772796689e+05   0.0000000000e+00  
5.2615845933e+03   5.6474341301e+05   0.0000000000e+00  
5.2615845933e+03   5.7175885914e+05   0.0000000000e+00  
5.2615845933e+03   5.7877430526e+05   0.0000000000e+00  
5.2615845933e+03   5.8578975138e+05   0.0000000000e+00  
5.2615845933e+03   5.9280519751e+05   0.0000000000e+00  
5.2615845933e+03   5.9982064363e+05   0.0000000000e+00  
5.2615845933e+03   6.0683608976e+05   0.0000000000e+00  
5.2615845933e+03   6.1385153588e+05   0.0000000000e+00  
5.2615845933e+03   6.2086698201e+05   0.0000000000e+00  
5.2615845933e+03   6.2788242813e+05   0.0000000000e+00  
5.2615845933e+03   6.3489787426e+05   0.0000000000e+00  
5.2615845933e+03   6.4191332038e+05   0.0000000000e+00  
5.2615845933e+03   6.4892876650e+05   0.0000000000e+00  
5.2615845933e+03   6.5594421263e+05   0.0000000000e+00  
5.2615845933e+03   6.6295965875e+05   0.0000000000e+00  
5.2615845933e+03   6.6997510488e+05   0.0000000000e+00  
5.2615845933e+03   6.7699055100e+05   0.0000000000e+00  
5.2615845933e+03   6.8400599713e+05   0.0000000000e+00  
5.2615845933e+03   6.9102144325e+05   0.0000000000e+00  
5.2615845933e+03   6.9803688937e+05   0.0000000000e+00  
8.7693076555e+03   -6.9803688937e+05  0.0000000000e+00  
8.7693076555e+03   -6.9102144325e+05  0.0000000000e+00  
8.7693076555e+03   -6.8400599713e+05  0.0000000000e+00  
8.7693076555e+03   -6.7699055100e+05  0.0000000000e+00  
8.7693076555e+03   -6.6997510488e+05  0.0000000000e+00  
8.7693076555e+03   -6.6295965875e+05  0.0000000000e+00  
8.7693076555e+03   -6.5594421263e+05  0.0000000000e+00  
8.7693076555e+03   -6.4892876650e+05  0.0000000000e+00  
8.7693076555e+03   -6.4191332038e+05  0.0000000000e+00  
8.7693076555e+03   -6.3489787426e+05  0.0000000000e+00  
8.7693076555e+03   -6.2788242813e+05  0.0000000000e+00  
8.7693076555e+03   -6.2086698201e+05  0.0000000000e+00  
8.7693076555e+03   -6.1385153588e+05  0.0000000000e+00  
8.7693076555e+03   -6.0683608976e+05  0.0000000000e+00  
8.7693076555e+03   -5.9982064363e+05  0.0000000000e+00  
8.7693076555e+03   -5.9280519751e+05  0.0000000000e+00  
8.7693076555e+03   -5.8578975138e+05  0.0000000000e+00  
8.7693076555e+03   -5.7877430526e+05  0.0000000000e+00  
8.7693076555e+03   -5.7175885914e+05  0.0000000000e+00  
8.7693076555e+03   -5.6474341301e+05  0.0000000000e+00  
8.7693076555e+03   -5.5772796689e+05  0.0000000000e+00  
8.7693076555e+03   -5.5071252076e+05  0.0000000000e+00  
8.7693076555e+03   -5.4369707464e+05  0.0000000000e+00  
8.7693076555e+03   -5.3668162851e+05  0.0000000000e+00  
8.7693076555e+03   -5.2966618239e+05  3.2550603993e-22  
8.7693076555e+03   -5.2265073627e+05  0.0000000000e+00  
8.7693076555e+03   -5.1563529014e+05  0.0000000000e+00  
8.7693076555e+03   -5.0861984402e+05  0.0000000000e+00  
8.7693076555e+03   -5.0160439789e+05  1.0850201331e-22  
8.7693076555e+03   -4.9458895177e+05  0.0000000000e+00  
8.7693076555e+03   -4.8757350564e+05  1.0850201331e-22  
8.7693076555e+03   -4.8055805952e+05  0.0000000000e+00  
8.7693076555e+03   -4.7354261339e+05  5.4251006655e-22  
8.7693076555e+03   -4.6652716727e+05  2.1700402662e-22  
8.7693076555e+03   -4.5951172115e+05  1.0850201331e-21  
8.7693076555e+03   -4.5249627502e+05  6.5101207986e-22  
8.7693076555e+03   -4.4548082890e+05  7.5951409317e-22  
8.7693076555e+03   -4.3846538277e+05  1.3020241597e-21  
8.7693076555e+03   -4.3144993665e+05  2.9295543594e-21  
8.7693076555e+03   -4.2443449052e+05  5.2080966389e-21  
8.7693076555e+03   -4.1741904440e+05  6.2931167720e-21  
